idade,profissao,estado_civil,educacao,tem_inadimplencia,saldo_anual,emprestimo_habitacional,emprestimo_pessoal,tipo_contato,dia,mes,duracao_segundos,num_contatos_campanha,dias_desde_ultimo_contato,contatos_anteriores,resultado_campanha_anterior,assinou_deposito
37,operario,casado,fundamental,nao,-88,sim,nao,desconhecido,26,mai,225,1,-1,0,desconhecido,nao
35,gerencia,casado,medio,nao,291,sim,nao,desconhecido,26,mai,327,1,-1,0,desconhecido,nao
45,operario,divorciado,medio,nao,77,sim,nao,desconhecido,26,mai,99,3,-1,0,desconhecido,nao
31,servicos,casado,medio,nao,-68,sim,nao,desconhecido,26,mai,293,4,-1,0,desconhecido,nao
38,empreendedor,divorciado,superior,nao,504,sim,nao,desconhecido,26,mai,68,3,-1,0,desconhecido,nao
31,administrativo,divorciado,medio,nao,-579,sim,nao,desconhecido,26,mai,150,1,-1,0,desconhecido,nao
26,operario,solteiro,medio,nao,381,sim,nao,desconhecido,26,mai,504,2,-1,0,desconhecido,nao
37,administrativo,casado,medio,nao,-498,sim,sim,desconhecido,26,mai,175,1,-1,0,desconhecido,nao
39,tecnico,casado,medio,nao,501,nao,nao,desconhecido,26,mai,289,1,-1,0,desconhecido,nao
34,servicos,casado,medio,nao,-196,sim,sim,desconhecido,26,mai,16,1,-1,0,desconhecido,nao
29,gerencia,casado,medio,nao,5284,sim,nao,desconhecido,26,mai,321,1,-1,0,desconhecido,nao
53,operario,solteiro,medio,nao,105,sim,nao,desconhecido,26,mai,239,3,-1,0,desconhecido,nao
49,administrativo,divorciado,medio,nao,283,sim,nao,desconhecido,26,mai,614,2,-1,0,desconhecido,nao
34,operario,divorciado,medio,nao,-566,sim,nao,desconhecido,26,mai,248,2,-1,0,desconhecido,nao
31,tecnico,casado,medio,nao,-576,sim,nao,desconhecido,26,mai,93,2,-1,0,desconhecido,nao
28,operario,casado,medio,nao,0,sim,nao,desconhecido,26,mai,245,3,-1,0,desconhecido,nao
33,administrativo,casado,medio,nao,-167,sim,nao,desconhecido,26,mai,121,1,-1,0,desconhecido,nao
33,servicos,casado,medio,nao,0,sim,nao,desconhecido,26,mai,192,6,-1,0,desconhecido,nao
24,tecnico,solteiro,medio,nao,-256,sim,nao,desconhecido,26,mai,110,2,-1,0,desconhecido,nao
34,gerencia,solteiro,superior,nao,1640,sim,nao,desconhecido,26,mai,160,3,-1,0,desconhecido,nao
48,gerencia,divorciado,superior,nao,1492,sim,nao,desconhecido,26,mai,249,2,-1,0,desconhecido,nao
42,operario,casado,desconhecido,nao,0,nao,nao,desconhecido,26,mai,270,2,-1,0,desconhecido,nao
34,desempregado,solteiro,medio,nao,1928,sim,nao,desconhecido,26,mai,140,2,-1,0,desconhecido,nao
35,tecnico,casado,medio,nao,23,sim,nao,desconhecido,26,mai,147,1,-1,0,desconhecido,nao
43,operario,casado,fundamental,nao,-476,sim,nao,desconhecido,26,mai,16,1,-1,0,desconhecido,nao
35,servicos,casado,medio,nao,437,sim,nao,desconhecido,26,mai,240,1,-1,0,desconhecido,nao
59,tecnico,casado,medio,nao,-247,sim,nao,desconhecido,26,mai,131,1,-1,0,desconhecido,nao
42,operario,casado,medio,nao,-921,sim,nao,desconhecido,26,mai,115,2,-1,0,desconhecido,nao
35,tecnico,solteiro,medio,nao,-158,nao,nao,desconhecido,26,mai,349,2,-1,0,desconhecido,nao
54,tecnico,casado,superior,nao,-800,sim,nao,desconhecido,26,mai,445,2,-1,0,desconhecido,nao
50,servicos,casado,medio,nao,517,sim,nao,desconhecido,26,mai,420,2,-1,0,desconhecido,nao
44,tecnico,casado,medio,nao,-199,nao,nao,desconhecido,26,mai,144,3,-1,0,desconhecido,nao
23,gerencia,casado,superior,nao,175,sim,nao,desconhecido,26,mai,796,1,-1,0,desconhecido,nao
39,empreendedor,casado,medio,nao,283,sim,nao,desconhecido,26,mai,126,2,-1,0,desconhecido,nao
56,aposentado,casado,medio,nao,74,sim,nao,desconhecido,26,mai,152,2,-1,0,desconhecido,nao
27,tecnico,solteiro,medio,nao,1693,sim,nao,desconhecido,26,mai,101,2,-1,0,desconhecido,nao
31,gerencia,solteiro,superior,nao,-307,sim,sim,desconhecido,26,mai,91,2,-1,0,desconhecido,nao
29,estudante,solteiro,superior,nao,0,nao,nao,desconhecido,26,mai,52,3,-1,0,desconhecido,nao
43,operario,casado,medio,nao,607,sim,nao,desconhecido,26,mai,172,2,-1,0,desconhecido,nao
28,gerencia,casado,superior,nao,328,nao,nao,desconhecido,26,mai,471,1,-1,0,desconhecido,nao
46,operario,casado,medio,nao,494,sim,nao,desconhecido,26,mai,724,1,-1,0,desconhecido,nao
36,servicos,casado,medio,nao,1746,sim,nao,desconhecido,26,mai,99,1,-1,0,desconhecido,nao
28,tecnico,solteiro,superior,nao,1050,sim,nao,desconhecido,26,mai,293,1,-1,0,desconhecido,nao
38,administrativo,divorciado,medio,nao,198,sim,nao,desconhecido,26,mai,431,2,-1,0,desconhecido,sim
31,tecnico,casado,superior,nao,-502,sim,sim,desconhecido,26,mai,523,2,-1,0,desconhecido,nao
40,servicos,casado,medio,nao,-626,sim,nao,desconhecido,26,mai,147,2,-1,0,desconhecido,nao
40,operario,casado,fundamental,nao,104,sim,nao,desconhecido,26,mai,470,2,-1,0,desconhecido,nao
32,tecnico,casado,medio,nao,-91,sim,nao,desconhecido,26,mai,95,2,-1,0,desconhecido,nao
39,gerencia,casado,superior,nao,21111,sim,nao,desconhecido,26,mai,695,4,-1,0,desconhecido,nao
28,administrativo,solteiro,medio,nao,460,sim,nao,desconhecido,26,mai,741,6,-1,0,desconhecido,sim
41,desconhecido,casado,fundamental,nao,526,nao,nao,desconhecido,26,mai,151,3,-1,0,desconhecido,nao
54,operario,casado,medio,nao,-69,sim,nao,desconhecido,26,mai,135,2,-1,0,desconhecido,nao
31,tecnico,casado,medio,nao,1032,sim,nao,desconhecido,26,mai,70,6,-1,0,desconhecido,nao
41,administrativo,divorciado,medio,nao,-140,sim,nao,desconhecido,26,mai,472,3,-1,0,desconhecido,nao
38,tecnico,casado,medio,nao,6,sim,nao,desconhecido,26,mai,113,4,-1,0,desconhecido,nao
30,desempregado,solteiro,superior,nao,306,nao,nao,desconhecido,26,mai,372,14,-1,0,desconhecido,nao
57,servicos,divorciado,medio,nao,1024,sim,nao,desconhecido,26,mai,360,6,-1,0,desconhecido,nao
30,tecnico,solteiro,superior,nao,975,sim,nao,desconhecido,26,mai,603,1,-1,0,desconhecido,nao
40,administrativo,casado,medio,nao,1327,sim,sim,desconhecido,26,mai,76,2,-1,0,desconhecido,nao
46,tecnico,casado,desconhecido,nao,626,sim,nao,desconhecido,26,mai,399,2,-1,0,desconhecido,nao
43,operario,casado,fundamental,nao,-93,sim,nao,desconhecido,26,mai,402,2,-1,0,desconhecido,nao
35,operario,casado,fundamental,nao,442,sim,nao,desconhecido,26,mai,129,3,-1,0,desconhecido,nao
38,desempregado,casado,superior,nao,1449,nao,nao,desconhecido,26,mai,535,6,-1,0,desconhecido,nao
44,operario,casado,fundamental,nao,-544,sim,sim,desconhecido,26,mai,181,3,-1,0,desconhecido,nao
43,gerencia,casado,superior,nao,-69,sim,nao,desconhecido,26,mai,48,2,-1,0,desconhecido,nao
37,servicos,casado,medio,nao,1785,sim,nao,desconhecido,26,mai,912,4,-1,0,desconhecido,nao
35,tecnico,divorciado,medio,nao,-94,sim,nao,desconhecido,26,mai,114,2,-1,0,desconhecido,nao
33,operario,casado,medio,nao,941,sim,nao,desconhecido,26,mai,218,2,-1,0,desconhecido,nao
43,administrativo,casado,medio,sim,-204,sim,nao,desconhecido,26,mai,163,2,-1,0,desconhecido,nao
33,tecnico,casado,superior,nao,480,sim,nao,desconhecido,26,mai,169,4,-1,0,desconhecido,nao
31,gerencia,divorciado,superior,nao,1145,sim,nao,desconhecido,26,mai,1272,4,-1,0,desconhecido,sim
32,tecnico,casado,medio,nao,782,sim,nao,desconhecido,26,mai,116,4,-1,0,desconhecido,nao
28,operario,casado,medio,nao,339,sim,nao,desconhecido,26,mai,100,2,-1,0,desconhecido,nao
36,tecnico,casado,medio,nao,4587,nao,nao,desconhecido,26,mai,271,4,-1,0,desconhecido,nao
33,operario,casado,fundamental,nao,1050,sim,nao,desconhecido,26,mai,304,4,-1,0,desconhecido,nao
37,operario,casado,medio,sim,1147,sim,sim,desconhecido,26,mai,114,2,-1,0,desconhecido,nao
39,operario,casado,fundamental,nao,879,sim,nao,desconhecido,26,mai,102,2,-1,0,desconhecido,nao
45,operario,casado,medio,nao,0,sim,nao,desconhecido,26,mai,112,2,-1,0,desconhecido,nao
44,administrativo,casado,medio,nao,0,nao,nao,desconhecido,26,mai,85,3,-1,0,desconhecido,nao
53,operario,casado,medio,nao,974,sim,nao,desconhecido,26,mai,197,2,-1,0,desconhecido,nao
47,operario,casado,medio,sim,-614,sim,nao,desconhecido,26,mai,118,2,-1,0,desconhecido,nao
59,gerencia,casado,fundamental,nao,252,sim,sim,desconhecido,26,mai,103,2,-1,0,desconhecido,nao
27,administrativo,casado,medio,nao,953,sim,nao,desconhecido,26,mai,340,2,-1,0,desconhecido,nao
45,gerencia,casado,medio,nao,5888,sim,nao,desconhecido,26,mai,45,5,-1,0,desconhecido,nao
30,servicos,casado,medio,nao,129,sim,nao,desconhecido,26,mai,1446,7,-1,0,desconhecido,sim
40,operario,casado,medio,nao,5880,sim,nao,desconhecido,26,mai,125,6,-1,0,desconhecido,nao
33,gerencia,casado,superior,nao,403,sim,nao,desconhecido,26,mai,114,2,-1,0,desconhecido,nao
30,administrativo,casado,medio,nao,1265,sim,sim,desconhecido,26,mai,414,2,-1,0,desconhecido,sim
26,administrativo,casado,superior,nao,685,sim,nao,desconhecido,26,mai,346,2,-1,0,desconhecido,nao
45,gerencia,divorciado,superior,nao,-901,sim,nao,desconhecido,26,mai,86,3,-1,0,desconhecido,nao
33,gerencia,solteiro,medio,nao,99,sim,nao,desconhecido,26,mai,160,11,-1,0,desconhecido,nao
28,tecnico,solteiro,medio,nao,541,sim,nao,desconhecido,26,mai,157,3,-1,0,desconhecido,nao
44,operario,casado,fundamental,nao,3057,sim,nao,desconhecido,26,mai,98,4,-1,0,desconhecido,nao
58,operario,casado,medio,nao,343,sim,nao,desconhecido,26,mai,265,4,-1,0,desconhecido,nao
46,gerencia,solteiro,superior,nao,479,sim,nao,desconhecido,26,mai,34,3,-1,0,desconhecido,nao
48,operario,casado,medio,nao,2697,sim,sim,desconhecido,26,mai,79,5,-1,0,desconhecido,nao
24,gerencia,solteiro,superior,nao,66,sim,nao,desconhecido,26,mai,109,2,-1,0,desconhecido,nao
35,tecnico,divorciado,medio,nao,303,sim,sim,desconhecido,26,mai,454,3,-1,0,desconhecido,nao
33,tecnico,casado,medio,nao,168,sim,nao,desconhecido,26,mai,238,2,-1,0,desconhecido,nao
37,operario,casado,fundamental,nao,-196,sim,nao,desconhecido,26,mai,166,2,-1,0,desconhecido,nao
33,gerencia,solteiro,medio,nao,0,sim,nao,desconhecido,26,mai,816,2,-1,0,desconhecido,nao
23,operario,casado,medio,nao,-213,sim,sim,desconhecido,26,mai,87,2,-1,0,desconhecido,nao
33,administrativo,solteiro,medio,nao,4436,sim,nao,desconhecido,26,mai,81,6,-1,0,desconhecido,nao
31,operario,casado,medio,nao,27,sim,sim,desconhecido,26,mai,109,5,-1,0,desconhecido,nao
29,tecnico,solteiro,medio,nao,1612,sim,nao,desconhecido,26,mai,375,2,-1,0,desconhecido,nao
43,tecnico,divorciado,medio,nao,87,sim,nao,desconhecido,26,mai,51,2,-1,0,desconhecido,nao
32,desempregado,casado,fundamental,nao,9894,sim,nao,desconhecido,26,mai,118,4,-1,0,desconhecido,nao
37,tecnico,casado,medio,nao,4030,sim,nao,desconhecido,26,mai,178,5,-1,0,desconhecido,nao
26,operario,solteiro,medio,nao,339,sim,nao,desconhecido,26,mai,165,5,-1,0,desconhecido,nao
49,tecnico,casado,medio,nao,-215,sim,nao,desconhecido,26,mai,155,2,-1,0,desconhecido,nao
39,gerencia,solteiro,superior,nao,26,sim,sim,desconhecido,26,mai,304,4,-1,0,desconhecido,nao
27,autonomo,casado,medio,nao,-220,sim,nao,desconhecido,26,mai,138,2,-1,0,desconhecido,nao
33,tecnico,solteiro,medio,nao,440,sim,nao,desconhecido,26,mai,250,2,-1,0,desconhecido,nao
46,gerencia,divorciado,superior,nao,25,nao,nao,desconhecido,26,mai,103,2,-1,0,desconhecido,nao
31,servicos,solteiro,medio,nao,0,sim,nao,desconhecido,26,mai,223,2,-1,0,desconhecido,nao
54,aposentado,casado,medio,nao,-152,sim,sim,desconhecido,26,mai,14,11,-1,0,desconhecido,nao
59,servicos,casado,medio,nao,-22,sim,nao,desconhecido,26,mai,748,3,-1,0,desconhecido,sim
24,operario,casado,medio,nao,685,sim,nao,desconhecido,26,mai,896,3,-1,0,desconhecido,sim
33,operario,casado,medio,nao,-367,sim,sim,desconhecido,26,mai,221,2,-1,0,desconhecido,nao
28,tecnico,solteiro,medio,nao,289,sim,nao,desconhecido,26,mai,83,1,-1,0,desconhecido,nao
34,servicos,casado,medio,nao,1414,sim,nao,desconhecido,26,mai,192,4,-1,0,desconhecido,nao
53,gerencia,casado,fundamental,nao,-421,sim,nao,desconhecido,26,mai,543,4,-1,0,desconhecido,nao
45,operario,casado,medio,nao,607,sim,nao,desconhecido,26,mai,398,7,-1,0,desconhecido,nao
28,tecnico,solteiro,medio,nao,576,sim,sim,desconhecido,26,mai,158,4,-1,0,desconhecido,nao
49,operario,casado,fundamental,nao,365,nao,nao,desconhecido,26,mai,59,2,-1,0,desconhecido,nao
35,operario,casado,medio,nao,1209,sim,nao,desconhecido,26,mai,304,3,-1,0,desconhecido,nao
32,operario,casado,fundamental,nao,5151,sim,sim,desconhecido,26,mai,185,4,-1,0,desconhecido,nao
43,servicos,casado,fundamental,nao,448,sim,nao,desconhecido,26,mai,118,6,-1,0,desconhecido,nao
29,autonomo,casado,medio,nao,0,nao,nao,desconhecido,26,mai,469,2,-1,0,desconhecido,nao
54,gerencia,solteiro,superior,nao,1464,sim,sim,desconhecido,26,mai,425,4,-1,0,desconhecido,nao
39,empreendedor,casado,superior,nao,36,sim,nao,desconhecido,26,mai,488,3,-1,0,desconhecido,nao
32,tecnico,solteiro,medio,nao,4110,sim,nao,desconhecido,26,mai,232,3,-1,0,desconhecido,nao
26,servicos,solteiro,medio,nao,901,sim,nao,desconhecido,26,mai,764,2,-1,0,desconhecido,sim
31,desempregado,casado,medio,nao,314,sim,nao,desconhecido,26,mai,149,7,-1,0,desconhecido,nao
52,operario,divorciado,medio,nao,306,sim,nao,desconhecido,26,mai,63,3,-1,0,desconhecido,nao
32,tecnico,casado,superior,nao,1037,sim,nao,desconhecido,26,mai,125,3,-1,0,desconhecido,nao
41,operario,casado,fundamental,nao,-571,sim,sim,desconhecido,26,mai,207,4,-1,0,desconhecido,nao
40,tecnico,casado,medio,nao,96,sim,sim,desconhecido,26,mai,29,2,-1,0,desconhecido,nao
45,operario,casado,medio,nao,-376,sim,nao,desconhecido,26,mai,162,4,-1,0,desconhecido,nao
37,operario,casado,fundamental,nao,445,sim,nao,desconhecido,26,mai,159,2,-1,0,desconhecido,nao
34,operario,casado,fundamental,nao,60,sim,nao,desconhecido,26,mai,23,10,-1,0,desconhecido,nao
31,operario,solteiro,medio,nao,823,nao,nao,desconhecido,26,mai,174,3,-1,0,desconhecido,nao
42,administrativo,divorciado,medio,nao,-551,sim,sim,desconhecido,26,mai,147,6,-1,0,desconhecido,nao
23,servicos,casado,medio,nao,0,sim,sim,desconhecido,26,mai,90,5,-1,0,desconhecido,nao
37,gerencia,casado,superior,nao,23,sim,nao,desconhecido,26,mai,409,2,-1,0,desconhecido,nao
32,operario,solteiro,medio,nao,70,sim,nao,desconhecido,26,mai,118,6,-1,0,desconhecido,nao
39,operario,casado,medio,nao,474,sim,sim,desconhecido,26,mai,219,4,-1,0,desconhecido,nao
31,operario,solteiro,medio,nao,3201,sim,nao,desconhecido,26,mai,96,5,-1,0,desconhecido,nao
32,operario,casado,fundamental,nao,4,sim,nao,desconhecido,26,mai,76,5,-1,0,desconhecido,nao
59,aposentado,casado,fundamental,nao,0,sim,nao,desconhecido,26,mai,104,7,-1,0,desconhecido,nao
31,desempregado,solteiro,medio,nao,-186,sim,nao,desconhecido,26,mai,172,3,-1,0,desconhecido,nao
45,tecnico,divorciado,medio,nao,159,sim,nao,desconhecido,26,mai,66,3,-1,0,desconhecido,nao
36,tecnico,casado,medio,nao,452,sim,nao,desconhecido,26,mai,113,5,-1,0,desconhecido,nao
33,operario,casado,medio,nao,61,sim,nao,desconhecido,26,mai,129,3,-1,0,desconhecido,nao
34,operario,casado,fundamental,nao,6575,sim,nao,desconhecido,26,mai,405,4,-1,0,desconhecido,nao
48,gerencia,casado,medio,nao,2294,sim,nao,desconhecido,26,mai,251,11,-1,0,desconhecido,nao
55,operario,solteiro,fundamental,nao,39,sim,nao,desconhecido,26,mai,128,5,-1,0,desconhecido,nao
33,administrativo,divorciado,medio,nao,392,sim,sim,desconhecido,26,mai,245,3,-1,0,desconhecido,nao
28,servicos,solteiro,medio,nao,-358,sim,nao,desconhecido,26,mai,253,2,-1,0,desconhecido,nao
34,operario,casado,fundamental,nao,1255,sim,sim,desconhecido,26,mai,188,7,-1,0,desconhecido,nao
33,operario,casado,medio,nao,-271,sim,sim,desconhecido,26,mai,118,2,-1,0,desconhecido,nao
60,aposentado,casado,fundamental,nao,-382,sim,nao,desconhecido,26,mai,140,2,-1,0,desconhecido,nao
39,operario,casado,fundamental,nao,2805,sim,nao,desconhecido,26,mai,102,23,-1,0,desconhecido,nao
35,operario,casado,medio,nao,229,nao,nao,desconhecido,26,mai,435,3,-1,0,desconhecido,nao
31,gerencia,casado,desconhecido,nao,0,sim,nao,desconhecido,26,mai,763,6,-1,0,desconhecido,nao
38,operario,casado,fundamental,nao,2366,sim,nao,desconhecido,26,mai,97,4,-1,0,desconhecido,nao
28,estudante,solteiro,medio,nao,4716,sim,nao,desconhecido,26,mai,329,2,-1,0,desconhecido,nao
48,operario,casado,medio,nao,1631,sim,nao,desconhecido,26,mai,51,5,-1,0,desconhecido,nao
37,operario,solteiro,medio,nao,3344,sim,nao,desconhecido,26,mai,85,5,-1,0,desconhecido,nao
32,administrativo,divorciado,medio,nao,-331,sim,sim,desconhecido,26,mai,130,3,-1,0,desconhecido,nao
30,servicos,solteiro,superior,nao,108,sim,nao,desconhecido,26,mai,282,8,-1,0,desconhecido,nao
37,gerencia,solteiro,superior,nao,337,sim,nao,desconhecido,26,mai,777,5,-1,0,desconhecido,nao
24,gerencia,solteiro,superior,nao,553,sim,nao,desconhecido,26,mai,249,1,-1,0,desconhecido,nao
30,operario,solteiro,medio,nao,3532,sim,nao,desconhecido,26,mai,279,5,-1,0,desconhecido,nao
33,servicos,casado,medio,nao,2065,sim,sim,desconhecido,26,mai,241,2,-1,0,desconhecido,nao
33,gerencia,casado,superior,nao,133,sim,nao,desconhecido,26,mai,308,4,-1,0,desconhecido,nao
34,gerencia,solteiro,superior,nao,72,sim,nao,desconhecido,26,mai,118,2,-1,0,desconhecido,nao
43,servicos,casado,medio,nao,278,sim,nao,desconhecido,26,mai,14,20,-1,0,desconhecido,nao
41,servicos,casado,medio,nao,2085,sim,nao,desconhecido,26,mai,125,4,-1,0,desconhecido,nao
34,operario,casado,medio,nao,247,sim,sim,desconhecido,26,mai,193,5,-1,0,desconhecido,nao
46,tecnico,divorciado,medio,nao,1,sim,sim,desconhecido,26,mai,200,3,-1,0,desconhecido,nao
32,tecnico,solteiro,medio,nao,6471,sim,sim,desconhecido,26,mai,349,4,-1,0,desconhecido,nao
52,operario,casado,desconhecido,nao,-4,nao,nao,desconhecido,26,mai,336,3,-1,0,desconhecido,nao
35,operario,casado,fundamental,nao,77,sim,nao,desconhecido,26,mai,282,3,-1,0,desconhecido,nao
27,tecnico,casado,medio,nao,639,sim,nao,desconhecido,26,mai,633,1,-1,0,desconhecido,nao
36,operario,casado,medio,nao,-870,sim,nao,desconhecido,26,mai,102,2,-1,0,desconhecido,nao
52,operario,casado,fundamental,nao,-63,sim,nao,desconhecido,26,mai,560,4,-1,0,desconhecido,nao
47,gerencia,casado,superior,nao,-1379,sim,nao,desconhecido,27,mai,114,3,-1,0,desconhecido,nao
34,gerencia,casado,superior,nao,4131,sim,nao,desconhecido,27,mai,172,7,-1,0,desconhecido,nao
38,empreendedor,solteiro,superior,nao,-281,sim,nao,desconhecido,27,mai,85,16,-1,0,desconhecido,nao
24,operario,casado,medio,nao,9,sim,nao,desconhecido,27,mai,292,7,-1,0,desconhecido,nao
50,tecnico,solteiro,medio,nao,-463,sim,nao,desconhecido,27,mai,269,3,-1,0,desconhecido,nao
36,operario,casado,medio,nao,3935,sim,sim,desconhecido,27,mai,220,6,-1,0,desconhecido,nao
37,empreendedor,casado,medio,nao,35,sim,sim,desconhecido,27,mai,73,6,-1,0,desconhecido,nao
51,operario,casado,fundamental,nao,51,nao,nao,desconhecido,27,mai,121,2,-1,0,desconhecido,nao
40,operario,solteiro,medio,nao,0,sim,nao,desconhecido,27,mai,59,4,-1,0,desconhecido,nao
39,tecnico,casado,medio,nao,7137,sim,nao,desconhecido,27,mai,151,7,-1,0,desconhecido,nao
38,servicos,solteiro,medio,nao,0,sim,nao,desconhecido,27,mai,166,2,-1,0,desconhecido,nao
43,gerencia,solteiro,medio,nao,109,sim,nao,desconhecido,27,mai,64,3,-1,0,desconhecido,nao
50,tecnico,casado,medio,nao,-157,sim,nao,desconhecido,27,mai,353,3,-1,0,desconhecido,nao
35,desempregado,casado,superior,nao,226,nao,nao,desconhecido,27,mai,322,5,-1,0,desconhecido,nao
49,gerencia,casado,medio,nao,6758,sim,sim,desconhecido,27,mai,67,3,-1,0,desconhecido,nao
36,operario,casado,medio,nao,-185,sim,nao,desconhecido,27,mai,163,2,-1,0,desconhecido,nao
47,tecnico,divorciado,superior,nao,48,nao,nao,desconhecido,27,mai,27,2,-1,0,desconhecido,nao
54,gerencia,casado,superior,nao,1353,sim,nao,desconhecido,27,mai,119,2,-1,0,desconhecido,nao
48,administrativo,casado,fundamental,nao,3,sim,nao,desconhecido,27,mai,148,4,-1,0,desconhecido,nao
43,administrativo,casado,medio,nao,429,sim,nao,desconhecido,27,mai,222,4,-1,0,desconhecido,nao
49,operario,casado,medio,nao,134,sim,sim,desconhecido,27,mai,265,2,-1,0,desconhecido,nao
32,administrativo,solteiro,medio,nao,-15,nao,nao,desconhecido,27,mai,214,2,-1,0,desconhecido,nao
42,administrativo,casado,medio,nao,208,sim,nao,desconhecido,27,mai,75,2,-1,0,desconhecido,nao
38,operario,casado,fundamental,nao,27,sim,nao,desconhecido,27,mai,62,4,-1,0,desconhecido,nao
44,operario,divorciado,medio,nao,-222,sim,nao,desconhecido,27,mai,112,3,-1,0,desconhecido,nao
31,gerencia,casado,superior,nao,91,nao,nao,desconhecido,27,mai,145,2,-1,0,desconhecido,nao
30,administrativo,casado,superior,nao,612,sim,nao,desconhecido,27,mai,220,6,-1,0,desconhecido,nao
38,gerencia,divorciado,superior,nao,5455,sim,nao,desconhecido,27,mai,204,3,-1,0,desconhecido,nao
60,empreendedor,divorciado,medio,nao,1307,sim,nao,desconhecido,27,mai,328,11,-1,0,desconhecido,nao
35,gerencia,casado,superior,nao,4038,sim,sim,desconhecido,27,mai,160,6,-1,0,desconhecido,nao
29,operario,casado,medio,nao,2776,sim,nao,desconhecido,27,mai,233,1,-1,0,desconhecido,nao
43,servicos,casado,medio,nao,0,sim,nao,desconhecido,27,mai,129,1,-1,0,desconhecido,nao
36,administrativo,casado,medio,nao,0,sim,nao,desconhecido,27,mai,578,2,-1,0,desconhecido,nao
29,operario,casado,fundamental,nao,1016,sim,nao,desconhecido,27,mai,33,1,-1,0,desconhecido,nao
53,tecnico,casado,medio,nao,87,sim,nao,desconhecido,27,mai,183,9,-1,0,desconhecido,nao
38,tecnico,casado,medio,nao,508,sim,nao,desconhecido,27,mai,565,2,-1,0,desconhecido,nao
59,aposentado,solteiro,medio,nao,351,sim,nao,desconhecido,27,mai,1063,5,-1,0,desconhecido,sim
28,operario,solteiro,medio,nao,352,sim,sim,desconhecido,27,mai,125,3,-1,0,desconhecido,nao
36,servicos,solteiro,medio,nao,203,sim,nao,desconhecido,27,mai,193,5,-1,0,desconhecido,nao
40,administrativo,casado,fundamental,nao,189,sim,nao,desconhecido,27,mai,160,2,-1,0,desconhecido,nao
36,gerencia,casado,superior,nao,293,sim,nao,desconhecido,27,mai,287,4,-1,0,desconhecido,nao
58,gerencia,divorciado,superior,nao,-197,sim,nao,desconhecido,27,mai,277,4,-1,0,desconhecido,nao
49,autonomo,casado,fundamental,nao,489,sim,nao,desconhecido,27,mai,84,4,-1,0,desconhecido,nao
43,operario,casado,fundamental,nao,-124,sim,nao,desconhecido,27,mai,47,5,-1,0,desconhecido,nao
55,tecnico,casado,medio,nao,150,sim,sim,desconhecido,27,mai,285,1,-1,0,desconhecido,nao
35,operario,casado,medio,nao,-185,sim,sim,desconhecido,27,mai,130,2,-1,0,desconhecido,nao
50,operario,casado,medio,nao,74,sim,sim,desconhecido,27,mai,146,1,-1,0,desconhecido,nao
48,operario,casado,medio,nao,653,sim,nao,desconhecido,27,mai,24,1,-1,0,desconhecido,nao
28,servicos,solteiro,superior,nao,737,sim,sim,desconhecido,27,mai,955,1,-1,0,desconhecido,nao
34,servicos,solteiro,medio,nao,-92,sim,nao,desconhecido,27,mai,236,1,-1,0,desconhecido,nao
37,operario,casado,medio,nao,132,nao,nao,desconhecido,27,mai,336,2,-1,0,desconhecido,nao
33,tecnico,divorciado,medio,nao,-119,sim,nao,desconhecido,27,mai,150,1,-1,0,desconhecido,nao
58,administrativo,casado,medio,nao,92,sim,nao,desconhecido,27,mai,180,1,-1,0,desconhecido,nao
44,operario,solteiro,medio,nao,-215,sim,nao,desconhecido,27,mai,163,2,-1,0,desconhecido,nao
49,tecnico,casado,medio,nao,-849,sim,sim,desconhecido,27,mai,197,1,-1,0,desconhecido,nao
28,operario,casado,fundamental,nao,32,sim,nao,desconhecido,27,mai,218,1,-1,0,desconhecido,nao
39,tecnico,casado,medio,nao,214,sim,nao,desconhecido,27,mai,386,11,-1,0,desconhecido,nao
26,administrativo,casado,medio,nao,3160,sim,nao,desconhecido,27,mai,154,1,-1,0,desconhecido,nao
31,operario,casado,fundamental,sim,0,sim,nao,desconhecido,27,mai,159,2,-1,0,desconhecido,nao
32,operario,casado,medio,nao,-1500,sim,nao,desconhecido,27,mai,157,2,-1,0,desconhecido,nao
52,administrativo,casado,medio,nao,876,nao,nao,desconhecido,27,mai,227,3,-1,0,desconhecido,nao
32,servicos,casado,medio,nao,-124,nao,nao,desconhecido,27,mai,116,1,-1,0,desconhecido,nao
28,empreendedor,casado,medio,nao,8,sim,nao,desconhecido,27,mai,1297,1,-1,0,desconhecido,nao
32,gerencia,casado,superior,nao,3517,sim,nao,desconhecido,27,mai,57,5,-1,0,desconhecido,nao
28,operario,casado,fundamental,nao,46,sim,nao,desconhecido,27,mai,205,3,-1,0,desconhecido,nao
53,tecnico,casado,medio,nao,-725,sim,nao,desconhecido,27,mai,1205,1,-1,0,desconhecido,sim
33,tecnico,solteiro,medio,nao,810,sim,nao,desconhecido,27,mai,133,1,-1,0,desconhecido,nao
39,gerencia,solteiro,superior,nao,-50,sim,nao,desconhecido,27,mai,59,1,-1,0,desconhecido,nao
37,tecnico,casado,medio,nao,-21,sim,nao,desconhecido,27,mai,229,2,-1,0,desconhecido,nao
45,tecnico,casado,desconhecido,nao,473,sim,nao,desconhecido,27,mai,147,1,-1,0,desconhecido,nao
