DATA_REGISTRO,PROCEDIMENTO,TIPO_PROPRIEDADE,BAIRRO,SUBTIPO_IMOVEL,VALOR_TRANSACAO,AREA_UTIL_M2,QUARTOS,METRO_MAIS_PROXIMO,SHOPPING_MAIS_PROXIMO,PONTO_REFERENCIA_MAIS_PROXIMO,PROJETO,PRECO_POR_M2,CATEGORIA_TAMANHO,FAIXA_DE_VALOR
2026-03-17,Venda,Propriedade Plena (Freehold),BARSHA HEIGHTS,Office,2299820.0,106.83,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,THE ONE TOWER,21527.85,Spacious,Alto Padrão
2026-03-17,Venda,Propriedade Plena (Freehold),DUBAI LAND RESIDENCE COMPLEX,Apartamento,750000.0,66.5,1 Quarto(s),,,IMG World Adventures,DURAR1,11278.2,Médio,Mercado Médio
2026-03-17,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Office,2400000.0,164.55,Office,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,BUSINESS AVENUE BB1,14585.23,Premium,Alto Padrão
2026-03-17,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,4000000.0,158.46,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,29 BOULEVARD,25242.96,Premium,Ultra-Premium
2026-03-17,Venda,Propriedade Plena (Freehold),SOBHA HEARTLAND,Apartamento,1080000.0,45.53,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Sobha Creek Vistas,23720.62,Compacto,Mercado Médio
2026-03-17,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,4715000.0,199.0,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,TERRACES MARASI DRIVE,23693.47,Premium,Ultra-Premium
2026-01-09,Venda,Propriedade Plena (Freehold),PALM JUMEIRAH,Apartamento,65000000.0,579.54,5 Quarto(s),Al Sufouh,Marina Mall,Burj Al Arab,"THE ROYAL ATLANTIS,RESORT AND RESIDENCES",112157.92,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),THE GREENS,Office,4150000.0,96.46,Office,Dubai Internet City,Marina Mall,Burj Al Arab,THE ONYX,43023.01,Spacious,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI HEALTHCARE CITY - PHASE 2,Apartamento,725000.0,33.07,Studio,Healthcare City Metro Station,Dubai Mall,Downtown Dubai,Farhad Azizi Residence,21923.19,Compacto,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI HILLS,Apartamento,1600000.0,64.42,1 Quarto(s),First Abu Dhabi Bank Metro Station,Mall of the Emirates,Burj Al Arab,Park Point,24837.01,Médio,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,3900000.0,123.18,2 Quarto(s),Creek Metro Station,Dubai Mall,Dubai International Airport,The Grand,31660.98,Spacious,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,1700000.0,216.48,4 Quarto(s),Marina Towers,Marina Mall,Burj Al Arab,DAMAC HEIGHTS,7852.92,Premium,Alto Padrão
2026-01-09,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,500000.0,39.14,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,MAY RESIDENCE,12774.66,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI SPORTS CITY,Apartamento,665000.0,56.29,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,THE MATRIX,11813.82,Médio,Mercado Médio
2026-03-24,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,1775000.0,130.44,1 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,,13607.79,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,3345000.0,195.93,3 Quarto(s),Business Bay Metro Station,Dubai Mall,Burj Khalifa,,17072.42,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,2000000.0,76.83,1 Quarto(s),,,,HARBOUR VIEWS,26031.5,Médio,Alto Padrão
2026-03-18,Venda,Não Freehold,SILICON OASIS,Apartamento,1400000.0,124.86,2 Quarto(s),,,IMG World Adventures,ARABIAN GATE,11212.56,Spacious,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI HEALTHCARE CITY - PHASE 2,Apartamento,1250000.0,60.46,1 Quarto(s),Healthcare City Metro Station,Dubai Mall,Downtown Dubai,Farhad Azizi Residence,20674.83,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),MOTOR CITY,Apartamento,2600000.0,230.03,3 Quarto(s),Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,11302.87,Premium,Alto Padrão
2026-01-09,Venda,Propriedade Plena (Freehold),TOWN SQUARE,Apartamento,1000000.0,87.02,2 Quarto(s),,,Dubai Cycling Course,TOWN SQUARE SAFI,11491.61,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),THE GREENS,Apartamento,2155000.0,123.69,2 Quarto(s),Dubai Internet City,Marina Mall,Burj Al Arab,,17422.59,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,2300000.0,71.25,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,ACT ONE | ACT TWO,32280.7,Médio,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,1095000.0,67.17,1 Quarto(s),Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,,16301.92,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),THE GREENS,Apartamento,1380000.0,78.78,1 Quarto(s),Nakheel Metro Station,Marina Mall,Burj Al Arab,PANORAMA,17517.14,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),AL FURJAN,Apartamento,930000.0,79.95,1 Quarto(s),Ibn Battuta Metro Station,Ibn-e-Battuta Mall,Sports City Swimming Academy,AZIZI. DAISY,11632.27,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,1956186.0,100.07,2 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,17 ICON BAY,19548.18,Spacious,Alto Padrão
2026-01-09,Venda,Propriedade Plena (Freehold),DUBAI HILLS,Apartamento,2850000.0,88.75,2 Quarto(s),First Abu Dhabi Bank Metro Station,Mall of the Emirates,Motor City,Lime Gardens,32112.68,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),Madinat Hind 4,Apartamento,470000.0,38.99,Studio,,,,DAMAC HILLS (2) - VIRIDIS,12054.37,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1030000.0,43.75,1 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,ZADA TOWER,23542.86,Compacto,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Office,2950000.0,157.83,Office,Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,BUSINESS AVENUE BB2,18691.0,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),PALM JUMEIRAH,Apartamento,1550000.0,31.12,Studio,Palm Jumeirah,Marina Mall,Burj Al Arab,Seven Hotel and Apartments The Palm,49807.2,Compacto,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),PALM JUMEIRAH,Apartamento,6200000.0,164.13,2 Quarto(s),Palm Jumeirah,Marina Mall,Burj Al Arab,FAIRMONT PALM RESIDENCE,37774.93,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1050000.0,87.41,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,Laya Mansion,12012.36,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),LIWAN,Apartamento,700000.0,81.43,1 Quarto(s),,,IMG World Adventures,QPOINT LIWAN-PLOT R051,8596.34,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),INTERNATIONAL CITY PH 2 & 3,Apartamento,871747.0,63.57,Studio,Rashidiya Metro Station,City Centre Mirdif,,,13713.18,Médio,Mercado Médio
2026-01-09,Venda,Propriedade Plena (Freehold),Business Bay,Apartamento,1450000.0,50.72,Studio,,,,Trillionaire Residences by Binghatti,28588.33,Médio,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),PALM JUMEIRAH,Apartamento,3800000.0,189.58,2 Quarto(s),Palm Jumeirah,Marina Mall,Burj Al Arab,MARINA RESIDENCE,20044.31,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),Madinat Hind 4,Apartamento,480000.0,39.03,Studio,,,,DAMAC HILLS (2) - VIRIDIS,12298.23,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Office,1229865.0,71.35,Office,Marina Mall Metro Station,Marina Mall,Sports City Swimming Academy,,17237.07,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,5000000.0,152.27,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,BURJ KHALIFA TOWERS,32836.41,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),AL KHAIL HEIGHTS,Apartamento,990000.0,90.75,1 Quarto(s),Noor Bank Metro Station,Dubai Mall,Downtown Dubai,AL KHAIL HEIGHTS,10909.09,Spacious,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,910000.0,75.64,1 Quarto(s),Sharaf Dg Metro Station,Mall of the Emirates,Motor City,SIRAJ TOWER,12030.67,Médio,Mercado Médio
2026-03-24,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,4000000.0,118.08,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,Grande,33875.34,Spacious,Ultra-Premium
2026-01-09,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,800000.0,69.58,1 Quarto(s),Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,11497.56,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),THE GREENS,Apartamento,3400000.0,123.97,2 Quarto(s),Nakheel Metro Station,Marina Mall,Burj Al Arab,PANORAMA,27425.99,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Office,1683045.0,104.24,Office,Marina Mall Metro Station,Marina Mall,Sports City Swimming Academy,,16145.87,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,810000.0,47.95,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,BELGRAVIA III,16892.6,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),MEYDAN ONE,Apartamento,667049.0,33.76,Studio,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Azizi Riviera 33,19758.56,Compacto,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,2900000.0,180.61,3 Quarto(s),Jumeirah Beach Residency,Marina Mall,Burj Al Arab,MARINA WHARF I,16056.7,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1500000.0,83.28,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,J ONE,18011.53,Médio,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Hotel Apartment,6000000.0,198.25,3 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Burj Khalifa,THE ADDRESS RESIDENCE - SKY VIEW,30264.82,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),SOBHA HEARTLAND,Apartamento,2425000.0,120.94,2 Quarto(s),,,,SOBHA HARTLAND GREENS- PHASE I,20051.27,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,545000.0,38.12,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,REGINA,14296.96,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI SPORTS CITY,Apartamento,450000.0,38.82,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,ELITE 3 SPORTS RESIDENCE,11591.96,Compacto,Entrada
2026-01-09,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1850000.0,104.73,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,,17664.47,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI SPORTS CITY,Apartamento,600000.0,70.38,1 Quarto(s),Dubai Internet City,Marina Mall,Sports City Swimming Academy,RED RESIDENCE,8525.15,Médio,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),JADDAF WATERFRONT,Apartamento,1715000.0,101.09,1 Quarto(s),Al Jadaf Metro Station,City Centre Mirdif,Dubai International Airport,D1,16965.08,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Office,1633470.0,101.17,Office,Marina Mall Metro Station,Marina Mall,Sports City Swimming Academy,,16145.79,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DOWN TOWN JABAL ALI,Apartamento,567394.0,69.61,1 Quarto(s),UAE Exchange Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,SUBERBIA,8151.04,Médio,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),DISCOVERY GARDENS,Apartamento,1675000.0,126.78,2 Quarto(s),Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,,13211.86,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE TRIANGLE,Apartamento,1750000.0,154.17,2 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,IMPERIAL RESIDENCE,11351.11,Premium,Alto Padrão
2026-01-09,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,54856.52,70.79,1 Quarto(s),Jumeirah Beach Resdency,Marina Mall,Burj Al Arab,MARINA QUAYS,774.92,Médio,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,2750000.0,106.69,2 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Harbour Gate,25775.61,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),Zaabeel Second,Apartamento,3750000.0,117.42,2 Quarto(s),Financial Centre,Dubai Mall,Burj Khalifa,Downtown Views II,31936.64,Spacious,Ultra-Premium
2026-03-23,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,800000.0,37.86,Studio,Business Bay Metro Station,Dubai Mall,Downtown Dubai,Bayz Tower,21130.48,Compacto,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1000000.0,87.66,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,TOWER 108,11407.71,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,2450000.0,188.79,3 Quarto(s),Dubai Marina,Marina Mall,Burj Al Arab,,12977.38,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,570000.0,37.57,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,MIRACLZ TOWER,15171.68,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),LIWAN,Apartamento,868798.0,76.0,1 Quarto(s),,,IMG World Adventures,,11431.55,Médio,Mercado Médio
2026-01-09,Venda,Propriedade Plena (Freehold),DUBAI SPORTS CITY,Apartamento,565000.0,42.18,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,GIOVANNI BOUTIQUE,13394.97,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1350000.0,87.25,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,DAMAC TOWERS BY PARAMOUNT,15472.78,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,1104000.0,82.46,1 Quarto(s),Sharaf Dg Metro Station,Mall of the Emirates,Motor City,,13388.31,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),INTERNATIONAL CITY PH 1,Apartamento,1000000.0,116.2,2 Quarto(s),Rashidiya Metro Station,City Centre Mirdif,,INDIGO SPECTRUM1,8605.85,Spacious,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),Port Saeed,Office,2700000.0,121.81,Office,Deira City Centre,Dubai Mall,Dubai International Airport,,22165.67,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),BARSHA HEIGHTS,Office,1750000.0,99.7,Office,Dubai Internet City,Mall of the Emirates,Burj Al Arab,,17552.66,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE TRIANGLE,Apartamento,810000.0,83.58,1 Quarto(s),Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,PLAZZO RESIDENCE,9691.31,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1250000.0,93.0,1 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,U-BORA TOWERS,13440.86,Spacious,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,2000000.0,116.91,2 Quarto(s),Marina Towers,Marina Mall,Burj Al Arab,TORCH TOWER,17107.18,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,1440000.0,75.41,2 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,AYKON CITY 2,19095.61,Médio,Alto Padrão
2026-01-02,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,2600000.0,119.97,,Business Bay Metro Station,Dubai Mall,Downtown Dubai,CLOVER BAY,21672.08,Spacious,Alto Padrão
2026-01-09,Venda,Propriedade Plena (Freehold),Wadi Al Safa 3,Apartamento,1100000.0,109.26,2 Quarto(s),,,IMG World Adventures,ARAS Residence,10067.73,Spacious,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),ARJAN,Shop,1968817.5,93.8,Shop,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Resortz Residence,20989.53,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),TOWN SQUARE,Apartamento,2450000.0,246.69,3 Quarto(s),,,Dubai Cycling Course,HAYAT BOULEVARD,9931.49,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,580000.0,64.15,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,DANA TOWER,9041.31,Médio,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI MARINA,Apartamento,1654032.0,97.55,2 Quarto(s),Jumeirah Beach Residency,Marina Mall,Sports City Swimming Academy,,16955.74,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,2400000.0,74.24,1 Quarto(s),Creek Metro Station,Dubai Mall,Dubai International Airport,The Grand,32327.59,Médio,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI PRODUCTION CITY,Apartamento,415000.0,34.31,Studio,Damac Properties,Marina Mall,Sports City Swimming Academy,LAKESIDE,12095.6,Compacto,Entrada
2026-03-23,Venda,Propriedade Plena (Freehold),Al Satwa,Apartamento,2459628.5,123.37,2 Quarto(s),Emirates Towers Metro Station,Dubai Mall,Burj Khalifa,,19937.01,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,755000.0,38.16,Studio,Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,Oxford Terraces,19785.12,Compacto,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Office,5500000.0,175.95,Office,Business Bay Metro Station,Dubai Mall,Downtown Dubai,OBEROI CENTRE,31258.88,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Apartamento,5100000.0,212.86,3 Quarto(s),Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,ME DO RE,23959.41,Premium,Ultra-Premium
2026-01-09,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,2700000.0,110.65,2 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,CREEK HORIZON,24401.27,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),CITY WALK,Apartamento,2200000.0,62.59,1 Quarto(s),,,,Viridian,35149.38,Médio,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),ARJAN,Apartamento,615000.0,38.03,Studio,Sharaf Dg Metro Station,Mall of the Emirates,Motor City,Joya Blanca Residences,16171.44,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI SOUTH,Apartamento,755000.0,69.01,1 Quarto(s),,,Expo 2020 Site,The Pulse Residence Icon,10940.44,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Apartamento,3750000.0,184.84,3 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,AL HABTOOR CITY,20287.82,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH BEACH RESIDENCE,Apartamento,2150000.0,115.49,2 Quarto(s),Jumeirah Beach Residency,Marina Mall,Burj Al Arab,,18616.33,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Apartamento,1735000.0,134.56,2 Quarto(s),Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,,12893.88,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),LIWAN,Apartamento,515000.0,58.53,1 Quarto(s),,,IMG World Adventures,QPOINT LIWAN-PLOT R070,8798.91,Médio,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),INTERNATIONAL CITY PH 1,Apartamento,360000.0,45.0,Studio,Rashidiya Metro Station,City Centre Mirdif,Dubai International Airport,,8000.0,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,8500000.0,300.88,3 Quarto(s),Creek Metro Station,Dubai Mall,Dubai International Airport,THE DUBAI CREEK RESIDENCES,28250.47,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),BUSINESS BAY,Hotel Apartment,1100000.0,81.08,1 Quarto(s),Business Bay Metro Station,Dubai Mall,Downtown Dubai,AYKON CITY,13566.85,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI HILLS,Apartamento,4750000.0,159.53,3 Quarto(s),Noor Bank Metro Station,Mall of the Emirates,IMG World Adventures,Golf Suites - Dubai Hills,29774.96,Premium,Ultra-Premium
2026-03-18,Venda,Propriedade Plena (Freehold),INTERNATIONAL CITY PH 1,Apartamento,1635000.0,221.55,3 Quarto(s),Rashidiya Metro Station,City Centre Mirdif,,,7379.82,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,920000.0,93.17,1 Quarto(s),Dubai Internet City,Mall of the Emirates,Sports City Swimming Academy,LE GRAND CHATEAU,9874.42,Spacious,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,2000000.0,102.42,1 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,RP HEIGHTS,19527.44,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE TRIANGLE,Apartamento,815000.0,85.0,1 Quarto(s),Damac Properties,Marina Mall,Sports City Swimming Academy,GREEN PARK,9588.24,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),INTERNATIONAL CITY PH 1,Apartamento,1650000.0,221.49,3 Quarto(s),Rashidiya Metro Station,City Centre Mirdif,,,7449.55,Premium,Alto Padrão
2026-01-09,Venda,Propriedade Plena (Freehold),DUBAI SPORTS CITY,Apartamento,479000.0,54.21,Studio,Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,OASIS TOWER ONE,8836.01,Médio,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),JUMEIRAH LAKES TOWERS,Apartamento,2500000.0,125.65,3 Quarto(s),Jumeirah Lakes Towers,Marina Mall,Sports City Swimming Academy,BONNINGTON TOWER HOTEL & RESIDENCE DUBAI,19896.54,Premium,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI SPORTS CITY,Apartamento,740000.0,86.81,1 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,GLOBAL GOLF RESIDENCE 2,8524.36,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),MAJAN,Apartamento,1187222.0,79.35,1 Quarto(s),,,IMG World Adventures,,14961.84,Médio,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI CREEK HARBOUR,Apartamento,2700000.0,106.01,2 Quarto(s),Creek Metro Station,City Centre Mirdif,Dubai International Airport,Harbour Gate,25469.3,Spacious,Alto Padrão
2026-03-18,Venda,Propriedade Plena (Freehold),DUBAI SOUTH,Apartamento,480000.0,34.92,Studio,,,,,13745.7,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),AL FURJAN,Hotel Apartment,575000.0,37.63,Studio,ENERGY Metro Station,Ibn-e-Battuta Mall,Expo 2020 Site,Montrell Hotel Aprtments,15280.36,Compacto,Entrada
2026-03-18,Venda,Propriedade Plena (Freehold),THE GREENS,Apartamento,2080000.0,121.21,2 Quarto(s),Dubai Internet City,Marina Mall,Burj Al Arab,,17160.3,Spacious,Alto Padrão
2026-03-23,Venda,Propriedade Plena (Freehold),JUMEIRAH VILLAGE CIRCLE,Apartamento,1000000.0,109.82,2 Quarto(s),Nakheel Metro Station,Marina Mall,Sports City Swimming Academy,SOBHA DAFFODIL,9105.81,Spacious,Mercado Médio
2026-03-18,Venda,Propriedade Plena (Freehold),BURJ KHALIFA,Apartamento,4400000.0,100.38,2 Quarto(s),Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Downtown Dubai,Vida Dubai Mall,43833.43,Spacious,Ultra-Premium
2026-01-09,Venda,Propriedade Plena (Freehold),DUBAI PRODUCTION CITY,Apartamento,1470000.0,102.04,2 Quarto(s),Harbour Tower,Ibn-e-Battuta Mall,Sports City Swimming Academy,MIDTOWN - DANIA,14406.12,Spacious,Alto Padrão
