id_estudante,idade,genero,nivel_educacao,media_horas_sono,horas_tempo_tela,horas_redes_sociais,horas_estudo_por_dia,horas_exercicio_por_semana,bebidas_cafeina_por_dia,nivel_estresse,pontuacao_ansiedade,media_notas,usa_app_sono,sente_esgotado
731,21,feminino,graduacao,7.7,7.9,4.4,1.3,3.5,2,7,6,3.3,nao,sim
732,19,feminino,graduacao,7.1,7.7,3.7,1.4,5.1,1,8,7,3.51,nao,sim
733,17,masculino,graduacao,7.1,5.9,2.0,2.8,2.9,2,7,7,2.94,nao,sim
734,20,masculino,graduacao,7.1,6.2,3.3,3.1,5.1,1,9,10,2.97,sim,sim
735,20,feminino,graduacao,9.6,3.7,1.7,2.7,0.4,1,7,6,3.76,sim,sim
736,19,nao_binario,graduacao,7.4,6.0,4.6,3.6,5.5,3,7,5,3.57,sim,sim
737,22,feminino,graduacao,7.6,5.8,2.7,3.0,2.0,4,8,10,3.11,sim,sim
738,24,feminino,graduacao,7.6,7.0,3.1,2.0,3.9,0,6,4,3.9,nao,nao
739,16,feminino,graduacao,7.2,4.6,2.7,0.8,0.6,0,6,6,3.71,nao,nao
740,22,masculino,graduacao,8.2,6.4,2.4,3.0,0.0,6,8,6,3.05,sim,sim
741,26,feminino,graduacao,6.7,5.8,1.7,5.9,3.3,4,8,9,3.3,sim,sim
742,14,feminino,graduacao,7.6,7.9,4.2,5.0,0.0,0,7,9,3.05,nao,sim
743,22,masculino,ensino_medio,6.0,9.7,5.4,4.8,3.5,1,9,8,2.73,nao,sim
744,21,feminino,graduacao,6.9,8.1,4.6,4.0,8.9,1,7,8,3.65,nao,sim
745,19,prefere_nao_dizer,pos_graduacao,8.3,6.3,2.4,2.6,8.4,1,6,4,3.5,nao,nao
746,16,feminino,graduacao,7.1,5.7,1.7,4.2,1.9,2,8,8,3.52,nao,sim
747,21,feminino,ensino_medio,7.0,7.3,4.1,3.1,3.0,0,7,5,3.37,nao,sim
748,22,feminino,ensino_medio,8.1,2.6,2.1,3.5,6.4,3,5,4,4.0,nao,nao
749,19,feminino,graduacao,8.0,5.5,3.2,4.2,6.2,1,6,4,3.33,nao,nao
750,20,feminino,graduacao,6.3,7.3,3.8,3.9,3.3,0,8,9,3.1,sim,sim
751,14,prefere_nao_dizer,graduacao,7.7,4.1,2.6,2.7,3.5,1,5,7,3.61,sim,nao
752,21,masculino,graduacao,7.7,6.3,4.3,2.3,3.4,1,6,7,2.82,nao,nao
753,17,masculino,graduacao,8.6,7.9,4.3,5.4,3.4,0,6,4,2.77,nao,nao
754,19,feminino,ensino_medio,7.2,7.9,4.2,2.8,2.9,1,8,7,3.01,nao,sim
755,17,masculino,graduacao,8.0,3.8,1.2,6.3,4.5,3,6,6,4.0,nao,nao
756,18,feminino,graduacao,7.9,3.9,3.0,3.9,0.0,0,7,9,2.83,sim,sim
757,22,masculino,graduacao,9.3,5.4,1.3,4.5,1.1,0,6,5,4.0,sim,nao
758,16,masculino,pos_graduacao,7.6,8.5,4.2,2.7,3.3,0,7,5,3.26,sim,sim
759,19,masculino,graduacao,6.8,5.4,2.9,2.6,8.3,2,5,6,2.43,nao,nao
760,18,prefere_nao_dizer,graduacao,5.8,6.5,2.6,0.1,4.3,3,9,7,3.17,nao,sim
761,23,masculino,ensino_medio,6.4,6.6,2.2,5.2,3.9,0,9,7,2.68,nao,sim
762,19,masculino,ensino_medio,7.5,6.7,4.6,2.8,6.0,6,8,8,3.41,sim,sim
763,16,feminino,ensino_medio,7.3,6.9,3.4,3.5,4.3,2,7,5,2.94,nao,sim
764,20,masculino,ensino_medio,6.9,8.9,4.6,3.0,2.1,3,9,10,2.94,nao,sim
765,15,feminino,ensino_medio,8.8,6.3,2.4,4.1,4.8,0,8,7,3.52,nao,sim
766,21,masculino,pos_graduacao,8.0,4.9,3.4,2.7,5.2,1,3,2,3.52,sim,nao
767,14,prefere_nao_dizer,pos_graduacao,7.3,7.1,2.7,3.0,3.4,1,8,8,2.67,nao,sim
768,20,masculino,pos_graduacao,8.6,1.5,0.6,4.8,6.1,1,5,5,3.83,nao,nao
769,22,masculino,ensino_medio,7.8,6.0,4.8,4.1,8.6,0,6,7,3.44,nao,nao
770,17,feminino,ensino_medio,8.8,3.3,3.2,4.3,3.1,0,5,7,3.56,nao,nao
771,24,masculino,ensino_medio,7.6,5.8,2.5,2.3,2.8,0,8,8,2.94,nao,sim
772,20,masculino,pos_graduacao,5.9,8.6,6.0,5.5,4.4,2,8,8,2.7,nao,sim
773,14,masculino,ensino_medio,7.8,2.3,1.0,3.6,7.4,2,6,4,4.0,nao,nao
774,18,masculino,graduacao,8.4,4.4,1.1,1.0,2.5,1,7,7,3.32,sim,sim
775,23,feminino,ensino_medio,6.6,6.7,3.3,4.3,3.0,2,8,7,3.41,nao,sim
776,20,feminino,graduacao,6.8,7.9,3.8,1.9,3.3,2,10,10,2.73,nao,sim
777,14,feminino,graduacao,5.3,8.7,6.5,3.7,4.5,1,7,7,3.09,nao,sim
778,23,masculino,graduacao,8.3,5.8,1.5,1.5,3.3,6,5,3,3.69,nao,nao
779,19,feminino,graduacao,7.5,4.5,1.8,3.6,6.5,3,5,5,3.89,sim,nao
780,20,masculino,pos_graduacao,5.7,6.5,3.8,3.3,5.1,1,8,10,2.63,nao,sim
781,16,feminino,ensino_medio,8.1,6.0,5.0,2.7,3.7,3,8,8,4.0,nao,sim
782,19,feminino,graduacao,5.8,8.2,6.0,6.7,1.1,1,7,9,2.87,nao,sim
783,18,masculino,graduacao,6.1,7.9,3.8,2.0,2.8,1,10,10,2.32,sim,sim
784,20,feminino,ensino_medio,8.0,6.7,3.5,2.9,4.4,2,6,5,3.43,sim,nao
785,20,masculino,ensino_medio,7.4,4.6,2.0,1.9,3.6,3,7,9,3.12,nao,sim
786,23,masculino,graduacao,9.2,5.3,3.9,4.4,3.3,1,8,10,3.35,sim,sim
787,21,masculino,graduacao,6.3,6.6,4.7,4.9,4.8,2,7,6,2.71,nao,sim
788,21,masculino,pos_graduacao,8.0,9.0,4.9,4.2,4.1,2,8,6,3.06,nao,sim
789,20,masculino,ensino_medio,7.0,5.0,3.0,4.0,0.0,2,7,5,3.54,sim,sim
790,20,feminino,graduacao,6.9,7.2,2.0,4.3,7.4,1,8,7,3.06,sim,sim
791,24,feminino,ensino_medio,6.2,7.9,4.2,2.9,2.0,3,10,10,2.39,nao,sim
792,19,masculino,ensino_medio,7.2,10.3,5.9,1.8,3.4,2,10,10,2.9,sim,sim
793,16,feminino,graduacao,8.0,8.5,6.1,2.0,4.8,4,8,9,2.94,sim,sim
794,14,masculino,graduacao,7.3,5.5,2.2,2.5,6.6,1,9,8,3.33,nao,sim
795,16,feminino,graduacao,8.6,1.4,0.0,4.8,4.3,5,6,5,3.65,sim,nao
796,23,masculino,ensino_medio,6.8,4.3,2.6,2.9,0.0,2,9,10,3.26,nao,sim
797,19,masculino,ensino_medio,8.7,5.2,3.0,3.7,6.0,5,7,9,3.44,nao,sim
798,20,feminino,ensino_medio,7.0,4.9,1.7,5.0,5.1,0,6,4,3.04,nao,nao
799,18,feminino,graduacao,6.7,5.1,2.3,5.9,8.1,1,6,5,3.4,nao,nao
800,20,feminino,graduacao,8.3,3.1,2.3,4.3,4.0,0,4,3,3.49,nao,nao
801,18,feminino,graduacao,6.8,7.1,1.8,3.0,3.8,0,7,8,3.23,sim,sim
802,19,masculino,graduacao,6.8,6.5,4.8,1.1,6.1,2,8,6,3.19,sim,sim
803,20,masculino,pos_graduacao,8.3,2.7,1.1,4.1,5.5,2,6,7,3.56,sim,nao
804,20,feminino,pos_graduacao,5.4,11.8,6.6,3.8,2.4,2,10,10,2.37,nao,sim
805,15,feminino,graduacao,6.7,9.3,5.7,3.5,0.0,1,10,9,2.34,nao,sim
806,19,feminino,graduacao,7.9,8.1,4.6,2.5,5.8,2,4,4,3.7,sim,nao
807,17,masculino,pos_graduacao,5.5,6.3,3.0,3.8,2.8,2,8,10,3.36,nao,sim
808,16,feminino,graduacao,7.8,5.9,4.3,3.9,6.1,3,9,8,2.68,sim,sim
809,20,feminino,pos_graduacao,8.2,7.3,4.1,2.6,3.4,3,4,3,3.54,sim,nao
810,16,masculino,graduacao,7.3,7.6,3.2,1.0,5.7,3,6,4,3.47,sim,nao
811,16,feminino,graduacao,9.1,3.9,3.2,3.3,1.4,2,5,7,3.94,nao,nao
812,17,masculino,graduacao,7.6,7.6,1.9,4.7,6.7,1,8,6,3.26,nao,sim
813,16,feminino,graduacao,7.6,6.5,3.7,2.9,8.3,1,8,6,2.72,nao,sim
814,14,masculino,ensino_medio,5.7,8.4,5.7,3.2,4.2,2,10,9,2.42,nao,sim
815,19,feminino,graduacao,5.3,9.6,5.8,3.6,2.3,2,9,10,2.59,nao,sim
816,20,masculino,graduacao,7.3,3.5,2.4,4.9,2.4,1,6,8,3.39,nao,nao
817,23,feminino,graduacao,7.8,7.8,3.5,1.7,2.9,0,6,7,2.77,sim,nao
818,19,feminino,graduacao,7.1,7.0,3.1,2.6,1.8,0,9,8,3.3,sim,sim
819,19,masculino,graduacao,7.0,8.7,5.1,1.1,1.2,1,7,9,3.18,nao,sim
820,20,feminino,pos_graduacao,7.5,6.9,4.4,2.6,4.0,1,6,6,2.92,nao,nao
821,22,feminino,pos_graduacao,7.3,6.0,4.8,0.6,4.5,2,8,7,3.09,nao,sim
822,24,feminino,graduacao,7.4,6.3,3.1,2.5,2.3,1,9,10,3.1,nao,sim
823,20,feminino,graduacao,9.1,3.5,3.0,5.1,1.4,1,6,7,3.67,nao,nao
824,24,feminino,graduacao,7.2,5.9,2.0,2.9,3.2,3,8,6,3.27,sim,sim
825,24,masculino,graduacao,7.2,7.9,5.2,3.6,2.5,0,7,8,2.56,nao,sim
826,18,masculino,ensino_medio,6.5,7.8,4.8,1.9,0.0,1,7,9,3.16,nao,sim
827,14,masculino,graduacao,7.4,6.1,2.1,4.1,5.4,1,5,3,3.33,nao,nao
828,16,masculino,pos_graduacao,7.4,9.8,5.7,3.2,0.7,2,9,10,3.0,sim,sim
829,18,feminino,ensino_medio,7.5,6.2,3.1,2.7,5.0,2,6,4,3.0,sim,nao
830,18,masculino,pos_graduacao,6.3,8.6,5.1,5.0,5.1,0,8,9,3.07,nao,sim
831,18,feminino,graduacao,9.0,3.6,1.1,2.6,0.0,0,7,9,3.49,nao,sim
832,16,masculino,graduacao,8.1,7.5,4.0,5.1,9.2,3,5,5,3.04,sim,nao
833,21,masculino,graduacao,9.3,6.7,3.3,2.1,0.0,3,6,4,2.77,nao,nao
834,17,feminino,pos_graduacao,7.8,5.8,2.8,4.6,3.8,2,8,7,2.79,sim,sim
835,19,feminino,graduacao,6.3,7.8,3.4,5.1,8.6,2,8,7,3.03,nao,sim
836,19,masculino,graduacao,6.7,7.0,4.6,0.9,1.5,2,7,7,3.29,nao,sim
837,21,masculino,graduacao,6.8,7.5,6.2,0.0,7.7,1,7,7,2.85,nao,sim
838,21,masculino,ensino_medio,7.5,7.7,4.4,4.4,5.0,1,6,5,2.99,nao,nao
839,22,feminino,graduacao,7.0,5.2,4.9,3.2,3.5,0,9,10,3.25,sim,sim
840,22,feminino,graduacao,6.7,10.4,6.3,4.2,2.5,2,10,8,2.62,nao,sim
841,25,masculino,ensino_medio,5.5,9.9,4.5,2.3,6.0,2,10,8,2.6,sim,sim
842,20,prefere_nao_dizer,ensino_medio,7.2,6.4,4.1,5.5,5.1,1,4,2,4.0,nao,nao
843,20,masculino,graduacao,6.4,7.6,4.1,4.4,2.7,2,7,9,3.22,sim,sim
844,20,masculino,graduacao,7.4,4.8,3.4,4.1,1.7,1,8,9,3.52,nao,sim
845,20,masculino,graduacao,9.2,3.7,1.6,2.5,0.0,4,8,7,3.6,nao,sim
846,19,feminino,graduacao,5.8,7.8,5.2,3.3,6.8,1,7,9,2.78,sim,sim
847,17,feminino,graduacao,7.1,9.7,4.2,4.5,0.7,1,8,9,3.38,nao,sim
848,17,masculino,graduacao,7.7,5.9,3.4,3.2,2.6,2,6,6,3.05,nao,nao
849,20,feminino,graduacao,7.3,7.1,3.6,3.4,1.7,5,6,6,3.83,sim,nao
850,16,feminino,graduacao,8.4,4.6,3.1,2.1,1.2,7,6,8,3.51,nao,nao
851,18,feminino,ensino_medio,8.3,3.1,1.3,3.2,1.9,2,6,4,3.88,sim,nao
852,22,feminino,graduacao,6.9,5.4,1.3,2.5,7.6,1,8,7,3.26,sim,sim
853,19,prefere_nao_dizer,graduacao,9.7,6.4,2.6,1.9,0.0,0,7,6,3.13,sim,sim
854,19,masculino,graduacao,6.0,8.7,4.4,5.3,4.2,2,8,8,2.71,nao,sim
855,20,masculino,graduacao,9.2,3.8,1.2,4.1,6.3,1,7,8,3.65,nao,sim
856,22,masculino,graduacao,7.1,4.2,2.9,2.2,9.2,2,7,7,2.83,sim,sim
857,16,feminino,ensino_medio,10.0,4.2,2.4,4.7,0.6,2,5,4,4.0,nao,nao
858,20,feminino,pos_graduacao,5.6,9.4,3.9,1.0,1.7,3,10,9,2.53,nao,sim
859,14,masculino,graduacao,5.9,10.1,5.5,1.0,0.0,5,7,8,3.03,nao,sim
860,22,masculino,graduacao,4.8,10.7,5.0,2.7,1.7,1,10,10,2.19,nao,sim
861,19,feminino,graduacao,6.1,9.4,5.3,5.0,4.6,1,9,9,2.76,nao,sim
862,23,masculino,graduacao,7.5,7.1,4.2,4.5,3.1,1,7,9,3.94,sim,sim
863,23,feminino,graduacao,7.1,6.5,4.3,1.5,7.9,2,6,5,3.24,sim,nao
864,19,masculino,graduacao,8.0,8.1,4.7,3.3,6.0,2,5,3,3.32,nao,nao
865,17,masculino,graduacao,7.5,6.1,4.0,5.4,2.5,1,7,6,3.4,sim,sim
866,20,feminino,graduacao,6.8,9.9,3.4,3.2,0.3,1,10,10,3.22,nao,sim
867,20,masculino,ensino_medio,7.1,7.7,2.1,4.2,4.1,1,7,7,3.29,nao,sim
868,19,masculino,ensino_medio,7.0,5.9,2.8,4.5,3.1,0,8,10,3.41,nao,sim
869,22,feminino,pos_graduacao,9.4,5.2,2.7,4.6,5.6,0,5,4,3.62,sim,nao
870,24,feminino,pos_graduacao,7.6,6.8,4.7,3.6,3.3,4,8,7,2.95,nao,sim
871,21,masculino,graduacao,7.4,6.2,3.3,4.1,4.6,2,5,4,3.25,sim,nao
872,21,feminino,ensino_medio,6.0,8.0,4.3,5.9,3.5,1,6,6,2.89,sim,nao
873,24,masculino,pos_graduacao,7.8,7.1,4.2,5.0,5.4,1,7,5,2.89,sim,sim
874,21,feminino,graduacao,7.2,6.7,3.2,2.7,7.8,2,7,7,2.94,nao,sim
875,20,feminino,pos_graduacao,6.4,11.7,7.2,2.1,1.6,2,9,9,3.21,sim,sim
876,19,prefere_nao_dizer,graduacao,6.9,8.3,5.2,1.9,4.2,2,8,9,3.18,nao,sim
877,15,masculino,graduacao,8.0,7.7,3.8,3.7,0.0,1,8,8,3.02,nao,sim
878,22,masculino,graduacao,9.1,5.1,2.2,0.8,5.8,4,2,1,3.98,nao,nao
879,22,masculino,ensino_medio,8.3,2.5,0.0,2.2,2.3,4,6,4,3.9,nao,nao
880,17,feminino,graduacao,5.8,13.0,8.4,3.6,7.0,2,6,8,3.03,nao,nao
881,18,masculino,ensino_medio,6.6,6.0,4.6,4.9,2.7,4,7,7,2.54,nao,sim
882,15,feminino,ensino_medio,7.7,3.7,2.2,5.3,5.8,0,6,8,4.0,nao,nao
883,18,feminino,pos_graduacao,7.0,6.2,3.5,2.5,3.6,2,7,8,2.44,nao,sim
884,22,feminino,graduacao,6.9,7.7,3.3,4.4,0.0,2,7,5,3.61,nao,sim
885,20,feminino,graduacao,6.2,7.6,5.2,1.9,1.8,2,8,9,3.13,nao,sim
886,21,feminino,graduacao,8.0,3.5,2.0,4.6,3.3,1,4,6,4.0,nao,nao
887,18,feminino,ensino_medio,8.6,1.0,0.0,4.1,2.1,2,5,3,3.62,nao,nao
888,18,feminino,ensino_medio,8.4,9.4,5.6,5.2,6.9,1,8,6,3.03,nao,sim
889,22,feminino,graduacao,5.9,10.0,5.0,5.7,8.0,3,9,9,2.46,nao,sim
890,19,masculino,graduacao,8.0,9.6,4.5,1.6,2.6,1,9,9,2.67,sim,sim
891,18,feminino,ensino_medio,6.8,6.2,2.5,2.6,3.9,5,5,4,3.45,nao,nao
892,20,feminino,graduacao,8.2,4.3,1.7,4.0,0.0,4,7,7,3.5,nao,sim
893,16,feminino,ensino_medio,7.1,8.2,5.1,2.3,3.3,2,7,7,3.01,sim,sim
894,21,feminino,ensino_medio,8.3,6.8,3.3,4.5,6.4,1,8,8,2.88,sim,sim
895,18,masculino,graduacao,7.9,7.7,4.3,3.2,1.9,0,7,8,3.05,nao,sim
896,17,masculino,pos_graduacao,8.8,6.7,4.8,5.3,2.7,2,10,10,2.87,nao,sim
897,14,masculino,ensino_medio,8.1,4.6,2.5,2.9,0.0,1,8,10,2.92,nao,sim
898,19,feminino,ensino_medio,7.9,7.5,5.0,3.4,2.2,1,8,10,3.51,nao,sim
899,19,masculino,pos_graduacao,6.8,6.7,5.1,4.1,0.0,1,9,10,2.98,nao,sim
900,19,feminino,graduacao,7.3,4.9,1.3,0.0,0.0,2,7,5,3.75,sim,sim
901,15,feminino,pos_graduacao,8.1,6.2,4.3,4.0,8.4,4,5,4,3.65,nao,nao
902,20,feminino,ensino_medio,7.6,7.3,5.7,1.8,2.1,0,7,6,3.2,nao,sim
903,21,feminino,ensino_medio,8.8,5.3,3.4,3.4,6.3,2,4,5,4.0,sim,nao
904,15,feminino,ensino_medio,6.4,9.9,5.2,2.1,2.4,1,8,10,3.13,sim,sim
905,18,masculino,graduacao,8.3,3.7,2.9,1.3,2.0,1,7,6,3.65,nao,sim
906,16,feminino,pos_graduacao,7.7,2.0,0.8,2.7,5.2,1,5,4,3.24,nao,nao
907,18,feminino,ensino_medio,8.2,7.4,7.2,4.0,4.7,3,7,8,3.68,sim,sim
908,15,feminino,graduacao,8.0,4.0,2.6,4.2,0.9,2,7,9,3.4,nao,sim
909,22,feminino,ensino_medio,5.7,7.5,1.8,2.0,1.2,8,10,10,2.87,nao,sim
910,15,masculino,pos_graduacao,8.2,8.4,3.7,1.1,1.0,0,8,6,3.13,sim,sim
911,17,feminino,graduacao,8.8,5.2,3.6,2.1,6.1,3,6,8,3.42,nao,nao
912,17,masculino,graduacao,6.6,9.0,4.1,2.3,6.9,1,7,8,3.55,nao,sim
913,21,masculino,ensino_medio,8.2,3.9,1.2,2.6,5.6,3,3,1,4.0,nao,nao
914,22,masculino,graduacao,8.7,7.8,4.4,2.7,3.8,1,9,7,2.95,sim,sim
915,21,masculino,graduacao,9.8,1.0,0.7,5.0,2.7,4,6,5,4.0,nao,nao
916,18,feminino,graduacao,7.6,6.1,3.1,1.7,4.5,1,7,6,3.6,nao,sim
917,14,masculino,pos_graduacao,7.1,6.3,3.6,4.5,4.6,1,7,7,3.59,nao,sim
918,18,feminino,graduacao,8.0,7.1,6.6,1.7,2.2,0,7,5,3.43,nao,sim
919,15,feminino,graduacao,7.3,7.0,3.1,2.2,2.1,6,9,10,3.26,nao,sim
920,19,masculino,graduacao,6.1,11.1,5.1,4.8,3.9,0,7,6,2.78,sim,sim
921,20,nao_binario,graduacao,6.4,9.8,4.8,3.3,5.2,3,9,9,2.45,nao,sim
922,15,masculino,graduacao,10.4,3.8,2.9,2.9,1.2,0,6,7,3.37,sim,nao
923,22,prefere_nao_dizer,ensino_medio,7.8,7.4,4.6,2.6,5.6,1,8,7,3.35,sim,sim
924,22,masculino,graduacao,6.9,5.1,1.8,2.3,3.2,3,7,7,3.2,sim,sim
925,19,masculino,graduacao,5.9,9.7,4.7,4.3,2.5,2,10,10,2.54,nao,sim
926,20,masculino,graduacao,7.7,7.5,4.6,3.4,4.8,1,8,6,3.47,sim,sim
927,23,feminino,ensino_medio,6.3,6.2,1.8,2.1,4.0,2,8,8,3.13,nao,sim
928,18,masculino,ensino_medio,6.7,10.1,6.2,4.5,0.0,1,10,9,2.52,nao,sim
929,23,masculino,pos_graduacao,6.0,8.9,5.5,2.7,7.2,1,7,5,2.72,sim,sim
930,19,feminino,pos_graduacao,7.0,5.9,3.8,5.0,2.6,3,8,8,3.15,nao,sim
931,16,masculino,ensino_medio,7.6,6.1,3.1,2.6,3.8,2,6,7,3.56,nao,nao
932,19,masculino,graduacao,6.6,8.3,4.7,2.1,4.8,3,7,7,3.42,sim,sim
933,21,masculino,ensino_medio,6.0,6.3,4.0,2.6,3.1,1,9,10,2.55,nao,sim
934,18,masculino,graduacao,7.9,4.1,2.2,4.8,1.1,1,7,8,3.23,sim,sim
935,26,nao_binario,graduacao,8.2,5.6,1.4,3.6,5.0,1,8,8,3.65,sim,sim
936,22,feminino,graduacao,7.5,7.3,5.9,3.1,3.7,4,8,9,2.98,sim,sim
937,23,feminino,graduacao,8.3,7.2,4.0,2.2,6.8,1,7,7,3.21,nao,sim
938,27,masculino,graduacao,7.5,3.1,2.3,8.3,0.5,3,6,6,3.33,nao,nao
939,19,feminino,graduacao,8.1,5.7,3.4,3.8,3.4,0,7,9,3.19,sim,sim
940,18,masculino,graduacao,7.8,4.7,5.1,5.4,2.9,4,7,9,3.5,nao,sim
941,22,feminino,graduacao,6.3,9.7,4.5,4.4,9.7,1,7,9,3.02,nao,sim
942,20,masculino,ensino_medio,7.6,6.7,4.9,1.9,1.2,1,9,7,2.71,sim,sim
943,18,masculino,graduacao,6.6,7.6,4.1,4.4,3.1,1,8,7,3.14,nao,sim
944,18,feminino,pos_graduacao,7.3,4.8,1.4,3.2,4.0,0,8,9,3.06,nao,sim
945,14,feminino,graduacao,6.4,8.0,4.2,3.5,4.9,1,7,5,3.19,sim,sim
946,21,masculino,graduacao,7.8,5.0,4.5,4.6,0.0,2,7,8,2.89,nao,sim
947,22,feminino,ensino_medio,7.5,6.3,3.0,4.6,3.7,4,7,7,3.37,nao,sim
948,25,masculino,ensino_medio,7.7,4.1,1.9,1.5,3.3,1,6,5,3.44,nao,nao
949,24,masculino,graduacao,7.9,7.3,2.5,2.7,3.5,2,7,7,3.33,sim,sim
950,25,masculino,graduacao,8.8,1.0,1.5,5.1,6.8,1,7,5,3.08,sim,sim
951,20,feminino,graduacao,7.3,12.6,7.5,1.5,2.4,0,10,8,2.88,nao,sim
952,20,feminino,graduacao,8.0,8.5,4.4,3.9,4.1,1,7,8,3.17,nao,sim
953,18,feminino,pos_graduacao,5.7,5.9,2.6,3.3,2.2,1,8,8,2.95,nao,sim
954,20,feminino,ensino_medio,5.8,9.3,4.9,1.5,3.3,2,6,8,3.14,sim,nao
955,21,masculino,ensino_medio,6.7,7.9,3.7,2.3,3.8,2,7,9,3.26,nao,sim
956,21,masculino,graduacao,8.9,5.1,3.3,4.0,5.1,0,5,4,3.53,sim,nao
957,17,masculino,ensino_medio,5.3,5.6,4.2,2.5,0.0,0,9,7,2.56,nao,sim
958,20,masculino,ensino_medio,6.9,3.4,3.0,4.7,8.7,2,5,7,3.21,sim,nao
959,16,masculino,ensino_medio,8.0,6.0,5.1,2.5,3.0,2,7,8,3.1,sim,sim
960,21,feminino,graduacao,8.6,5.3,4.7,4.1,0.0,1,7,6,3.7,sim,sim
961,21,masculino,graduacao,7.0,5.6,2.0,0.8,8.3,1,6,8,3.96,nao,nao
962,23,masculino,ensino_medio,7.8,4.7,0.8,2.9,3.9,5,6,6,3.51,sim,nao
963,18,masculino,graduacao,6.9,7.0,4.0,2.6,4.2,2,9,10,3.11,nao,sim
964,25,feminino,graduacao,9.0,5.2,1.8,3.4,0.5,2,8,9,3.62,nao,sim
965,15,masculino,ensino_medio,9.2,4.2,1.6,5.4,0.0,0,7,9,3.69,sim,sim
966,17,feminino,pos_graduacao,5.8,7.3,4.4,3.9,6.3,6,9,8,2.87,sim,sim
967,24,masculino,ensino_medio,6.8,7.0,4.4,2.3,5.2,2,8,10,3.35,nao,sim
968,18,feminino,graduacao,8.0,3.2,1.5,2.2,4.5,3,5,3,3.64,sim,nao
969,22,feminino,ensino_medio,8.0,6.4,4.1,2.4,0.7,3,8,9,3.22,sim,sim
970,20,feminino,graduacao,8.6,7.9,5.6,5.4,1.9,2,8,6,3.49,nao,sim
971,20,masculino,ensino_medio,7.8,4.1,3.1,1.6,8.6,1,7,7,3.17,nao,sim
972,24,feminino,graduacao,8.1,6.2,2.9,5.9,0.3,3,5,3,3.17,sim,nao
973,16,masculino,ensino_medio,7.3,3.4,2.0,0.8,0.0,3,10,10,3.0,nao,sim
974,21,feminino,ensino_medio,5.9,11.7,6.3,2.2,4.3,2,8,6,2.77,sim,sim
975,18,feminino,graduacao,7.3,9.2,4.3,5.7,4.3,0,8,7,2.73,nao,sim
976,20,feminino,ensino_medio,8.1,4.6,3.8,5.3,3.1,0,5,4,3.43,sim,nao
977,17,masculino,graduacao,7.4,7.8,4.1,3.2,3.5,0,7,6,3.63,nao,sim
978,20,feminino,ensino_medio,8.8,5.9,2.0,5.5,1.4,2,8,8,2.92,sim,sim
979,21,masculino,ensino_medio,9.4,6.4,3.5,4.8,0.0,2,6,8,3.56,nao,nao
980,22,masculino,graduacao,7.1,8.9,3.8,3.5,2.2,3,7,7,3.02,nao,sim
981,19,masculino,graduacao,7.9,8.7,2.9,3.2,1.3,1,7,6,3.2,nao,sim
982,17,nao_binario,pos_graduacao,8.9,5.5,3.3,2.4,7.7,1,6,7,3.81,nao,nao
983,17,feminino,graduacao,9.7,4.6,1.0,3.7,5.7,2,5,4,3.65,nao,nao
984,23,feminino,graduacao,6.3,8.7,5.7,2.1,3.5,3,10,8,2.8,nao,sim
985,19,masculino,pos_graduacao,5.7,5.1,3.9,3.0,0.0,0,8,6,3.05,nao,sim
986,18,feminino,graduacao,6.8,10.5,7.0,4.5,0.0,0,8,6,2.71,nao,sim
987,22,feminino,graduacao,7.2,10.9,6.5,1.3,4.2,0,9,8,2.93,nao,sim
988,20,feminino,ensino_medio,7.3,7.1,3.5,5.2,4.0,1,5,7,3.79,nao,nao
989,17,feminino,graduacao,8.0,5.1,2.5,3.9,3.2,2,7,5,3.31,sim,sim
990,19,masculino,graduacao,9.5,1.2,0.2,5.3,6.9,4,4,5,4.0,nao,nao
991,19,masculino,ensino_medio,7.3,5.5,1.2,1.6,0.8,2,7,6,3.64,nao,sim
992,14,feminino,ensino_medio,7.3,3.2,3.4,3.7,5.7,2,6,6,3.42,sim,nao
993,18,feminino,graduacao,5.9,6.1,4.1,2.7,3.4,1,10,10,2.56,nao,sim
994,16,feminino,graduacao,5.6,8.1,3.6,1.6,2.5,2,9,9,2.95,sim,sim
995,21,feminino,pos_graduacao,7.1,6.5,3.5,1.8,2.9,0,10,10,3.23,nao,sim
996,20,masculino,graduacao,7.3,7.1,3.9,4.0,3.7,5,6,5,3.71,sim,nao
997,19,masculino,graduacao,7.4,5.4,3.2,2.3,3.6,3,6,4,3.3,nao,nao
998,24,feminino,graduacao,6.9,4.1,2.1,4.4,1.9,2,7,6,3.33,nao,sim
999,21,nao_binario,graduacao,6.4,9.1,5.2,3.0,6.3,2,8,9,2.93,nao,sim
1000,15,masculino,ensino_medio,7.7,4.4,1.4,5.2,6.8,4,4,5,4.0,nao,nao
1001,19,feminino,ensino_medio,9.0,3.3,1.8,0.0,2.3,3,6,6,3.9,nao,nao
1002,19,feminino,ensino_medio,7.5,7.1,4.3,2.6,3.0,3,10,9,3.14,nao,sim
1003,23,nao_binario,graduacao,7.9,4.3,3.3,4.3,0.8,3,4,4,3.83,sim,nao
1004,21,masculino,graduacao,7.2,7.1,2.2,1.7,8.8,2,8,9,3.28,nao,sim
1005,20,feminino,ensino_medio,6.2,7.4,4.9,2.8,6.1,1,7,5,3.15,nao,sim
1006,21,feminino,graduacao,7.3,7.8,3.6,3.2,1.8,1,7,6,3.11,sim,sim
