Data_Transacao,Marca,Categoria,Unidades_Vendidas,Receita_Bruta,Descontos,Receita_Liquida,Gasto_Marketing,Desconto_Promocao_Pct,Aumento_Vendas_Pct
2022-02-11,Powerade,Bebida Esportiva,417,362.21,0.0,362.21,2713.2,0.0,14.94
2025-03-22,Coca-Cola Classica,Refrigerante,465,294.07,14.7,279.37,3309.33,5.0,19.86
2019-06-17,Fanta,Refrigerante,273,167.57,0.0,167.57,2101.71,0.0,11.97
2018-03-31,Coca-Cola Classica,Refrigerante,445,281.42,0.0,281.42,3612.84,0.0,20.56
2020-10-19,Powerade,Bebida Esportiva,214,185.88,9.29,176.59,0.0,5.0,0.54
2023-02-02,Monster,Energetico,266,367.13,18.36,348.77,248.14,5.0,2.41
2021-07-27,Monster,Energetico,553,763.25,38.16,725.09,4299.27,5.0,27.06
2025-01-01,Coca-Cola Diet,Refrigerante,368,228.16,22.82,205.34,3086.92,10.0,18.43
2020-10-14,Coca-Cola Classica,Refrigerante,241,152.41,15.24,137.17,701.22,10.0,1.49
2019-02-12,Powerade,Bebida Esportiva,300,260.58,26.06,234.52,621.84,10.0,4.09
2023-11-04,Coca-Cola Zero,Refrigerante,142,88.92,0.0,88.92,0.0,0.0,1.71
2023-06-13,Coca-Cola Classica,Refrigerante,512,323.79,16.19,307.6,4141.66,5.0,24.58
2023-04-25,Monster,Energetico,466,643.17,64.32,578.85,3121.8,10.0,16.53
2022-10-16,Coca-Cola Zero,Refrigerante,489,306.21,0.0,306.21,4146.94,0.0,24.56
2025-05-10,Schweppes,Refrigerante,290,179.8,0.0,179.8,1818.01,0.0,11.39
2018-03-27,Coca-Cola Classica,Refrigerante,290,183.4,18.34,165.06,1573.16,10.0,12.51
2019-08-22,Powerade,Bebida Esportiva,386,335.28,16.76,318.52,1909.5,5.0,9.38
2024-06-18,Coca-Cola Classica,Refrigerante,195,123.32,6.17,117.15,0.0,5.0,0.0
2025-07-16,Coca-Cola Classica,Refrigerante,223,141.03,14.1,126.93,0.0,10.0,0.0
2020-07-15,Powerade,Bebida Esportiva,408,354.39,17.72,336.67,2254.16,5.0,11.66
2022-10-01,Dasani,Agua,126,42.84,0.0,42.84,194.11,0.0,0.0
2024-01-22,Coca-Cola Zero,Refrigerante,284,177.84,0.0,177.84,801.63,0.0,0.26
2020-11-25,Powerade,Bebida Esportiva,427,370.89,0.0,370.89,2747.6,0.0,14.46
2018-07-04,Coca-Cola Zero,Refrigerante,506,316.86,0.0,316.86,4069.59,0.0,22.94
2019-04-27,Minute Maid,Suco,475,342.0,17.1,324.9,4565.71,5.0,24.37
2019-05-05,Coca-Cola Zero,Refrigerante,416,260.5,26.05,234.45,3122.81,10.0,20.08
2019-07-28,Coca-Cola Classica,Refrigerante,163,103.08,0.0,103.08,0.0,0.0,0.02
2021-06-12,Fanta,Refrigerante,205,125.83,0.0,125.83,0.0,0.0,1.94
2021-03-17,Sprite,Refrigerante,208,126.38,12.64,113.74,761.96,10.0,4.58
2022-02-20,Coca-Cola Diet,Refrigerante,273,169.26,0.0,169.26,980.96,0.0,6.63
2024-12-13,Powerade,Bebida Esportiva,205,178.06,8.9,169.16,0.0,5.0,0.42
2021-11-24,Minute Maid,Suco,499,359.28,17.96,341.32,4401.59,5.0,26.26
2022-07-07,Schweppes,Refrigerante,325,201.5,10.07,191.43,1684.17,5.0,9.35
2018-03-03,Sprite,Refrigerante,226,137.32,0.0,137.32,0.0,0.0,0.74
2024-04-16,Monster,Energetico,258,356.09,17.8,338.29,0.0,5.0,0.55
2025-12-20,Coca-Cola Zero,Refrigerante,327,204.77,0.0,204.77,2483.32,0.0,13.23
2023-05-27,Coca-Cola Zero,Refrigerante,415,259.87,12.99,246.88,3149.31,5.0,17.93
2025-09-08,Monster,Energetico,464,640.41,0.0,640.41,3371.28,0.0,21.89
2023-08-16,Minute Maid,Suco,246,177.12,8.86,168.26,1584.12,5.0,8.31
2025-08-09,Sprite,Refrigerante,450,273.42,13.67,259.75,3098.02,5.0,17.67
2022-07-06,Coca-Cola Classica,Refrigerante,196,123.95,0.0,123.95,0.0,0.0,1.89
2025-08-12,Dasani,Agua,412,140.08,0.0,140.08,4387.06,0.0,25.84
2023-08-10,Monster,Energetico,422,582.44,0.0,582.44,2765.5,0.0,15.23
2022-08-06,Coca-Cola Classica,Refrigerante,295,186.56,0.0,186.56,1521.05,0.0,4.79
2024-02-27,Coca-Cola Zero,Refrigerante,150,93.93,0.0,93.93,0.0,0.0,0.78
2022-10-23,Coca-Cola Classica,Refrigerante,181,114.46,11.45,103.01,241.8,10.0,0.0
2025-02-24,Coca-Cola Classica,Refrigerante,223,141.03,0.0,141.03,474.59,0.0,4.82
2020-10-20,Powerade,Bebida Esportiva,572,496.84,49.68,447.16,4441.57,10.0,24.68
2023-01-18,Fanta,Refrigerante,482,295.85,29.58,266.27,3827.87,10.0,22.55
2024-10-20,Coca-Cola Classica,Refrigerante,123,77.79,0.0,77.79,0.0,0.0,0.0
2021-01-18,Powerade,Bebida Esportiva,400,347.44,17.37,330.07,2430.2,5.0,11.04
2023-07-18,Fanta,Refrigerante,182,111.71,11.17,100.54,0.0,10.0,0.39
2025-11-25,Fanta,Refrigerante,240,147.31,7.37,139.94,656.05,5.0,3.56
2020-05-31,Sprite,Refrigerante,485,294.69,0.0,294.69,3530.91,0.0,18.68
2019-06-26,Minute Maid,Suco,309,222.48,0.0,222.48,2943.82,0.0,16.32
2020-04-01,Monster,Energetico,323,445.8,0.0,445.8,1305.78,0.0,11.33
2023-04-10,Sprite,Refrigerante,299,181.67,9.08,172.59,1393.84,5.0,8.92
2018-06-11,Coca-Cola Classica,Refrigerante,140,88.54,8.85,79.69,0.0,10.0,1.57
2022-02-11,Coca-Cola Zero,Refrigerante,217,135.89,13.59,122.3,0.0,10.0,1.27
2024-02-07,Minute Maid,Suco,316,227.52,0.0,227.52,2226.58,0.0,14.47
2023-12-07,Sprite,Refrigerante,201,122.13,6.11,116.02,0.0,5.0,0.0
2022-07-01,Fanta,Refrigerante,348,213.6,0.0,213.6,2425.8,0.0,10.26
2021-07-25,Coca-Cola Classica,Refrigerante,532,336.44,33.64,302.8,4420.26,10.0,24.03
2021-11-25,Coca-Cola Classica,Refrigerante,543,343.39,0.0,343.39,4484.27,0.0,25.88
2022-03-19,Sprite,Refrigerante,308,187.14,18.71,168.43,1624.85,10.0,7.48
2023-10-10,Minute Maid,Suco,226,162.72,16.27,146.45,1070.53,10.0,5.62
2021-06-10,Sprite,Refrigerante,187,113.62,0.0,113.62,0.0,0.0,0.0
2018-10-13,Schweppes,Refrigerante,305,189.1,0.0,189.1,1950.13,0.0,12.98
2022-06-11,Monster,Energetico,365,503.77,50.38,453.39,1720.7,10.0,10.59
2019-07-07,Monster,Energetico,249,343.67,0.0,343.67,176.78,0.0,1.95
2023-06-02,Coca-Cola Zero,Refrigerante,270,169.07,8.45,160.62,1072.85,5.0,6.83
2020-01-03,Powerade,Bebida Esportiva,368,319.64,31.96,287.68,1768.82,10.0,9.67
2020-09-05,Monster,Energetico,453,625.23,31.26,593.97,3188.1,5.0,17.83
2022-03-17,Schweppes,Refrigerante,284,176.08,0.0,176.08,1421.81,0.0,6.04
2024-03-06,Minute Maid,Suco,432,311.04,0.0,311.04,3393.4,0.0,15.38
2020-07-10,Fanta,Refrigerante,161,98.82,0.0,98.82,0.0,0.0,0.23
2024-05-06,Fanta,Refrigerante,426,261.48,26.15,235.33,3549.81,10.0,20.01
2018-05-29,Sprite,Refrigerante,204,123.95,0.0,123.95,250.37,0.0,3.19
2024-03-02,Coca-Cola Zero,Refrigerante,262,164.06,0.0,164.06,817.9,0.0,6.86
2023-02-18,Coca-Cola Diet,Refrigerante,327,202.74,0.0,202.74,1957.64,0.0,13.12
2024-06-10,Coca-Cola Diet,Refrigerante,213,132.06,13.21,118.85,0.0,10.0,0.0
2025-06-02,Schweppes,Refrigerante,383,237.46,0.0,237.46,2426.17,0.0,12.82
2021-05-07,Coca-Cola Diet,Refrigerante,391,242.42,24.24,218.18,2530.06,10.0,14.64
2024-12-06,Coca-Cola Diet,Refrigerante,194,120.28,6.01,114.27,0.0,5.0,3.8
2018-12-30,Coca-Cola Diet,Refrigerante,238,147.56,14.76,132.8,0.0,10.0,2.22
2019-08-15,Monster,Energetico,276,380.94,38.09,342.85,545.54,10.0,4.68
2023-01-10,Dasani,Agua,320,108.8,10.88,97.92,3600.77,10.0,19.22
2023-06-09,Coca-Cola Classica,Refrigerante,517,326.95,32.7,294.25,3961.01,10.0,20.46
2020-12-23,Sprite,Refrigerante,490,297.72,0.0,297.72,4282.35,0.0,24.74
2020-09-15,Coca-Cola Diet,Refrigerante,183,113.46,5.67,107.79,0.0,5.0,0.0
2024-06-04,Schweppes,Refrigerante,507,314.34,15.72,298.62,3918.21,5.0,21.19
2021-02-01,Dasani,Agua,180,61.2,3.06,58.14,1605.01,5.0,8.66
2023-12-17,Minute Maid,Suco,266,191.52,19.15,172.37,2103.28,10.0,13.96
2023-07-09,Schweppes,Refrigerante,182,112.84,11.28,101.56,558.96,10.0,2.54
2025-10-16,Monster,Energetico,542,748.07,37.4,710.67,4285.24,5.0,19.91
2025-03-28,Sprite,Refrigerante,549,333.57,16.68,316.89,4771.39,5.0,27.0
2018-08-09,Coca-Cola Classica,Refrigerante,263,166.32,8.32,158.0,933.58,5.0,4.09
2018-04-26,Coca-Cola Classica,Refrigerante,224,141.66,0.0,141.66,496.27,0.0,2.79
2020-02-20,Coca-Cola Diet,Refrigerante,145,89.9,0.0,89.9,0.0,0.0,0.0
2022-04-20,Powerade,Bebida Esportiva,328,284.9,0.0,284.9,2337.92,0.0,12.45
2022-03-02,Schweppes,Refrigerante,534,331.08,0.0,331.08,4702.55,0.0,27.05
2019-03-28,Dasani,Agua,286,97.24,0.0,97.24,2640.16,0.0,12.22
2021-04-11,Sprite,Refrigerante,366,222.38,11.12,211.26,2333.37,5.0,12.06
2020-02-18,Schweppes,Refrigerante,442,274.04,0.0,274.04,3255.0,0.0,18.93
2019-10-02,Powerade,Bebida Esportiva,263,228.44,22.84,205.6,657.83,10.0,2.7
2025-08-25,Coca-Cola Diet,Refrigerante,207,128.34,6.42,121.92,104.18,5.0,0.0
2018-07-11,Dasani,Agua,462,157.08,0.0,157.08,4746.51,0.0,27.11
2025-01-03,Fanta,Refrigerante,193,118.46,0.0,118.46,0.0,0.0,1.68
2021-03-15,Monster,Energetico,222,306.4,0.0,306.4,0.0,0.0,0.0
2024-04-20,Sprite,Refrigerante,296,179.85,17.98,161.87,1608.41,10.0,5.9
2022-01-31,Schweppes,Refrigerante,538,333.56,0.0,333.56,4708.28,0.0,26.95
2022-09-11,Coca-Cola Diet,Refrigerante,201,124.62,6.23,118.39,0.0,5.0,0.0
2025-02-28,Schweppes,Refrigerante,275,170.5,17.05,153.45,1392.75,10.0,8.12
2025-04-25,Schweppes,Refrigerante,469,290.78,29.08,261.7,3674.37,10.0,18.88
2024-04-07,Minute Maid,Suco,459,330.48,0.0,330.48,4344.41,0.0,22.15
2020-10-26,Monster,Energetico,569,785.33,0.0,785.33,4422.59,0.0,23.66
2021-12-14,Powerade,Bebida Esportiva,509,442.12,0.0,442.12,3705.92,0.0,20.11
2025-03-13,Coca-Cola Diet,Refrigerante,382,236.84,0.0,236.84,3361.26,0.0,17.52
2019-05-15,Monster,Energetico,208,287.08,0.0,287.08,0.0,0.0,0.88
2024-11-04,Coca-Cola Diet,Refrigerante,283,175.46,8.77,166.69,1869.77,5.0,9.61
2024-10-20,Coca-Cola Classica,Refrigerante,154,97.39,9.74,87.65,426.7,10.0,3.82
2024-07-09,Dasani,Agua,244,82.96,4.15,78.81,2145.76,5.0,12.22
2021-08-18,Coca-Cola Diet,Refrigerante,384,238.08,11.9,226.18,2466.18,5.0,12.52
2025-08-25,Fanta,Refrigerante,333,204.4,0.0,204.4,2135.21,0.0,10.44
2022-11-11,Coca-Cola Diet,Refrigerante,185,114.7,11.47,103.23,0.0,10.0,0.0
2018-09-12,Sprite,Refrigerante,287,174.38,8.72,165.66,1059.8,5.0,6.26
2024-10-02,Dasani,Agua,304,103.36,10.34,93.02,2276.26,10.0,11.99
2022-11-08,Minute Maid,Suco,185,133.2,13.32,119.88,627.84,10.0,0.0
2023-10-05,Schweppes,Refrigerante,486,301.32,0.0,301.32,3630.64,0.0,19.16
2024-12-23,Coca-Cola Diet,Refrigerante,307,190.34,0.0,190.34,1662.38,0.0,7.79
2021-08-09,Minute Maid,Suco,200,144.0,0.0,144.0,1080.61,0.0,8.31
2023-09-06,Dasani,Agua,101,34.34,0.0,34.34,210.21,0.0,0.0
2018-09-16,Dasani,Agua,317,107.78,10.78,97.0,3384.57,10.0,16.45
2024-03-13,Minute Maid,Suco,309,222.48,0.0,222.48,2553.76,0.0,15.71
2023-11-25,Powerade,Bebida Esportiva,314,272.74,13.64,259.1,1502.02,5.0,10.3
2019-12-12,Coca-Cola Zero,Refrigerante,504,315.6,15.78,299.82,4058.11,5.0,21.2
2021-07-27,Coca-Cola Diet,Refrigerante,330,204.6,0.0,204.6,1428.56,0.0,6.91
2021-10-05,Coca-Cola Diet,Refrigerante,501,310.62,0.0,310.62,4740.77,0.0,27.0
2019-09-24,Minute Maid,Suco,173,124.56,6.23,118.33,307.34,5.0,0.0
2024-02-13,Monster,Energetico,519,716.32,35.82,680.5,4073.43,5.0,19.61
2020-10-13,Coca-Cola Zero,Refrigerante,341,213.53,0.0,213.53,1983.34,0.0,10.49
2025-09-01,Coca-Cola Diet,Refrigerante,368,228.16,0.0,228.16,2548.77,0.0,16.34
2019-04-13,Coca-Cola Diet,Refrigerante,178,110.36,5.52,104.84,583.49,5.0,2.56
2018-03-22,Schweppes,Refrigerante,203,125.86,0.0,125.86,0.0,0.0,0.15
2024-07-23,Dasani,Agua,429,145.86,14.59,131.27,4584.0,10.0,26.91
2022-04-18,Coca-Cola Diet,Refrigerante,175,108.5,0.0,108.5,115.39,0.0,3.79
2018-03-02,Monster,Energetico,213,293.98,0.0,293.98,0.0,0.0,0.0
2022-10-31,Coca-Cola Diet,Refrigerante,537,332.94,16.65,316.29,4979.34,5.0,27.36
2022-01-28,Coca-Cola Classica,Refrigerante,191,120.79,6.04,114.75,0.0,5.0,2.73
2022-02-04,Dasani,Agua,261,88.74,4.44,84.3,2212.26,5.0,9.88
2019-05-07,Schweppes,Refrigerante,188,116.56,0.0,116.56,0.0,0.0,1.54
2023-01-30,Dasani,Agua,328,111.52,11.15,100.37,2913.76,10.0,14.5
2020-12-10,Coca-Cola Classica,Refrigerante,413,261.18,13.06,248.12,2665.09,5.0,14.81
2019-11-23,Coca-Cola Classica,Refrigerante,435,275.09,13.75,261.34,3518.54,5.0,18.99
2024-07-04,Coca-Cola Zero,Refrigerante,448,280.54,0.0,280.54,4067.51,0.0,20.93
2018-03-21,Powerade,Bebida Esportiva,278,241.47,0.0,241.47,544.97,0.0,1.52
2023-05-15,Dasani,Agua,344,116.96,5.85,111.11,3359.15,5.0,18.89
2022-10-11,Coca-Cola Classica,Refrigerante,549,347.19,0.0,347.19,4551.68,0.0,26.53
2018-01-28,Sprite,Refrigerante,509,309.27,15.46,293.81,4265.03,5.0,23.26
2023-09-22,Powerade,Bebida Esportiva,523,454.28,0.0,454.28,4210.78,0.0,23.26
2022-05-30,Sprite,Refrigerante,338,205.37,20.54,184.83,1988.87,10.0,11.8
2018-05-19,Sprite,Refrigerante,440,267.34,13.37,253.97,2819.38,5.0,14.05
2021-09-29,Fanta,Refrigerante,318,195.19,19.52,175.67,1146.52,10.0,7.42
2023-01-21,Sprite,Refrigerante,536,325.67,16.28,309.39,4719.16,5.0,27.18
2023-04-11,Powerade,Bebida Esportiva,553,480.34,0.0,480.34,4515.85,0.0,28.74
2025-10-31,Minute Maid,Suco,312,224.64,22.46,202.18,1934.71,10.0,10.08
2019-09-17,Monster,Energetico,392,541.04,27.05,513.99,2311.33,5.0,12.03
2023-07-30,Coca-Cola Diet,Refrigerante,188,116.56,5.83,110.73,0.0,5.0,1.15
2020-04-28,Schweppes,Refrigerante,179,110.98,0.0,110.98,0.0,0.0,1.23
2020-08-31,Monster,Energetico,248,342.29,17.11,325.18,0.0,5.0,0.0
2025-02-23,Minute Maid,Suco,119,85.68,8.57,77.11,0.0,10.0,0.0
2021-06-06,Schweppes,Refrigerante,140,86.8,4.34,82.46,0.0,5.0,0.81
2025-07-02,Coca-Cola Classica,Refrigerante,186,117.63,0.0,117.63,775.73,0.0,3.03
2018-08-10,Coca-Cola Classica,Refrigerante,200,126.48,6.32,120.16,638.89,5.0,2.9
2022-01-13,Powerade,Bebida Esportiva,232,201.52,10.08,191.44,439.76,5.0,2.55
2022-08-18,Schweppes,Refrigerante,281,174.22,17.42,156.8,1450.78,10.0,9.47
2019-07-24,Schweppes,Refrigerante,228,141.36,0.0,141.36,0.0,0.0,0.0
2023-01-18,Coca-Cola Zero,Refrigerante,446,279.29,0.0,279.29,3183.92,0.0,14.75
2023-03-04,Coca-Cola Diet,Refrigerante,156,96.72,9.67,87.05,0.0,10.0,0.0
2024-03-11,Fanta,Refrigerante,442,271.3,13.56,257.74,3378.27,5.0,16.69
2025-11-20,Coca-Cola Classica,Refrigerante,432,273.2,13.66,259.54,3497.62,5.0,17.27
2022-02-08,Coca-Cola Diet,Refrigerante,194,120.28,6.01,114.27,279.72,5.0,1.31
2023-09-01,Sprite,Refrigerante,279,169.52,0.0,169.52,1259.36,0.0,5.14
2022-07-02,Monster,Energetico,266,367.13,18.36,348.77,144.88,5.0,0.0
2025-11-26,Powerade,Bebida Esportiva,202,175.46,0.0,175.46,0.0,0.0,0.0
2024-11-13,Minute Maid,Suco,167,120.24,0.0,120.24,0.0,0.0,0.0
2022-07-02,Coca-Cola Zero,Refrigerante,151,94.56,4.73,89.83,0.0,5.0,1.98
2024-02-07,Dasani,Agua,100,34.0,1.7,32.3,0.0,5.0,0.99
2019-01-12,Dasani,Agua,465,158.1,15.81,142.29,4003.14,10.0,22.04
2025-02-18,Sprite,Refrigerante,438,266.13,0.0,266.13,3367.22,0.0,17.83
2022-08-31,Fanta,Refrigerante,523,321.02,0.0,321.02,4092.63,0.0,21.86
2019-01-16,Monster,Energetico,443,611.43,61.14,550.29,2680.32,10.0,15.23
2023-01-09,Coca-Cola Classica,Refrigerante,468,295.96,0.0,295.96,3653.01,0.0,20.97
2023-01-06,Dasani,Agua,345,117.3,0.0,117.3,3284.81,0.0,16.71
2021-04-10,Sprite,Refrigerante,327,198.69,0.0,198.69,2014.21,0.0,11.13
2018-01-27,Powerade,Bebida Esportiva,514,446.46,22.32,424.14,4313.21,5.0,20.68
2025-08-03,Powerade,Bebida Esportiva,323,280.56,28.06,252.5,1364.91,10.0,7.82
2024-07-19,Coca-Cola Classica,Refrigerante,289,182.76,9.14,173.62,1733.04,5.0,10.67
2024-02-14,Fanta,Refrigerante,519,318.56,15.93,302.63,4291.54,5.0,23.18
2023-08-19,Fanta,Refrigerante,251,154.06,0.0,154.06,580.78,0.0,5.92
2018-04-14,Coca-Cola Zero,Refrigerante,501,313.73,0.0,313.73,4161.88,0.0,21.57
2022-05-31,Coca-Cola Diet,Refrigerante,181,112.22,5.61,106.61,114.62,5.0,0.96
2022-03-09,Coca-Cola Classica,Refrigerante,460,290.9,0.0,290.9,3579.37,0.0,19.63
2024-07-19,Powerade,Bebida Esportiva,301,261.45,0.0,261.45,1311.05,0.0,7.06
2022-08-26,Sprite,Refrigerante,445,270.38,0.0,270.38,3223.66,0.0,17.56
2024-05-01,Dasani,Agua,307,104.38,0.0,104.38,3366.4,0.0,18.68
2019-01-10,Coca-Cola Classica,Refrigerante,244,154.31,7.72,146.59,968.72,5.0,6.6
2023-07-02,Minute Maid,Suco,459,330.48,16.52,313.96,4920.38,5.0,29.13
2019-12-17,Coca-Cola Classica,Refrigerante,143,90.43,0.0,90.43,0.0,0.0,0.0
2022-07-04,Minute Maid,Suco,413,297.36,14.87,282.49,3184.08,5.0,18.74
2018-11-18,Coca-Cola Classica,Refrigerante,430,271.93,13.6,258.33,3040.58,5.0,15.67
2022-10-19,Dasani,Agua,185,62.9,3.14,59.76,1378.86,5.0,8.73
2025-09-26,Monster,Energetico,253,349.19,34.92,314.27,670.9,10.0,2.55
2020-11-16,Schweppes,Refrigerante,106,65.72,0.0,65.72,0.0,0.0,1.64
2023-07-29,Dasani,Agua,260,88.4,8.84,79.56,2317.83,10.0,16.06
2018-05-15,Sprite,Refrigerante,561,340.86,0.0,340.86,4268.36,0.0,23.29
2020-07-08,Minute Maid,Suco,346,249.12,0.0,249.12,2595.79,0.0,10.99
2021-11-05,Dasani,Agua,98,33.32,0.0,33.32,159.69,0.0,0.06
2018-04-26,Minute Maid,Suco,152,109.44,5.47,103.97,0.0,5.0,1.85
2019-12-30,Minute Maid,Suco,101,72.72,0.0,72.72,0.0,0.0,0.83
2018-08-21,Sprite,Refrigerante,173,105.11,0.0,105.11,0.0,0.0,0.37
2023-11-22,Monster,Energetico,507,699.76,34.99,664.77,3525.02,5.0,20.9
2019-11-15,Powerade,Bebida Esportiva,406,352.65,0.0,352.65,2635.7,0.0,15.22
2021-07-07,Schweppes,Refrigerante,500,310.0,0.0,310.0,4004.66,0.0,23.85
2024-09-08,Coca-Cola Diet,Refrigerante,438,271.56,0.0,271.56,3329.04,0.0,19.69
2024-03-18,Coca-Cola Classica,Refrigerante,285,180.23,0.0,180.23,1181.16,0.0,8.78
2023-10-03,Monster,Energetico,520,717.7,0.0,717.7,3958.41,0.0,22.31
2022-07-03,Sprite,Refrigerante,333,202.33,0.0,202.33,1739.3,0.0,10.92
2023-06-06,Minute Maid,Suco,431,310.32,0.0,310.32,3341.8,0.0,17.92
2023-06-07,Coca-Cola Zero,Refrigerante,458,286.8,14.34,272.46,4033.3,5.0,21.28
2018-02-24,Dasani,Agua,136,46.24,4.62,41.62,773.56,10.0,6.81
2023-03-09,Coca-Cola Classica,Refrigerante,372,235.25,11.76,223.49,2112.31,5.0,11.94
2019-10-08,Minute Maid,Suco,135,97.2,4.86,92.34,0.0,5.0,1.21
2022-08-27,Coca-Cola Zero,Refrigerante,386,241.71,24.17,217.54,2282.7,10.0,12.74
2024-11-28,Powerade,Bebida Esportiva,462,401.29,40.13,361.16,3512.42,10.0,18.44
2022-09-15,Dasani,Agua,161,54.74,2.74,52.0,331.69,5.0,1.84
2023-08-20,Coca-Cola Zero,Refrigerante,183,114.59,11.46,103.13,0.0,10.0,2.15
2020-11-05,Sprite,Refrigerante,359,218.13,21.81,196.32,2306.94,10.0,13.52
2018-01-30,Coca-Cola Classica,Refrigerante,254,160.63,8.03,152.6,470.05,5.0,0.02
2019-11-27,Dasani,Agua,125,42.5,2.12,40.38,451.85,5.0,2.16
2023-05-08,Minute Maid,Suco,401,288.72,0.0,288.72,3796.51,0.0,23.55
2021-07-11,Monster,Energetico,526,725.99,0.0,725.99,3967.88,0.0,21.5
2024-09-25,Minute Maid,Suco,204,146.88,7.34,139.54,701.0,5.0,1.15
2024-12-25,Dasani,Agua,61,20.74,1.04,19.7,0.0,5.0,2.84
2025-09-09,Sprite,Refrigerante,334,202.94,0.0,202.94,1841.49,0.0,11.15
2018-03-22,Sprite,Refrigerante,317,192.61,9.63,182.98,2007.91,5.0,10.94
2019-07-08,Coca-Cola Zero,Refrigerante,209,130.88,6.54,124.34,0.0,5.0,0.0
2021-06-14,Dasani,Agua,101,34.34,3.43,30.91,809.67,10.0,6.08
2018-06-09,Fanta,Refrigerante,512,314.27,0.0,314.27,4694.02,0.0,25.0
2024-07-31,Minute Maid,Suco,362,260.64,0.0,260.64,3518.87,0.0,21.08
2025-12-10,Powerade,Bebida Esportiva,268,232.78,11.64,221.14,1043.5,5.0,6.55
2020-05-20,Dasani,Agua,106,36.04,3.6,32.44,0.0,10.0,0.37
2024-11-02,Coca-Cola Diet,Refrigerante,464,287.68,28.77,258.91,3849.03,10.0,21.39
2020-06-07,Coca-Cola Diet,Refrigerante,370,229.4,22.94,206.46,2615.88,10.0,14.12
2025-09-04,Dasani,Agua,96,32.64,3.26,29.38,0.0,10.0,1.57
2020-07-02,Minute Maid,Suco,386,277.92,0.0,277.92,3210.71,0.0,16.36
2020-12-17,Sprite,Refrigerante,302,183.5,0.0,183.5,1961.79,0.0,8.36
2022-02-07,Powerade,Bebida Esportiva,389,337.89,0.0,337.89,2155.69,0.0,12.78
2025-11-03,Powerade,Bebida Esportiva,250,217.15,10.86,206.29,312.42,5.0,2.67
2022-10-21,Schweppes,Refrigerante,391,242.42,24.24,218.18,2678.99,10.0,15.45
2018-04-21,Minute Maid,Suco,154,110.88,0.0,110.88,0.0,0.0,0.61
2024-01-12,Schweppes,Refrigerante,401,248.62,12.43,236.19,2849.93,5.0,15.19
2021-02-11,Minute Maid,Suco,349,251.28,0.0,251.28,2113.43,0.0,12.81
2025-02-20,Sprite,Refrigerante,526,319.6,0.0,319.6,4635.91,0.0,25.43
2025-10-30,Coca-Cola Classica,Refrigerante,533,337.07,0.0,337.07,4802.8,0.0,25.68
2022-09-30,Sprite,Refrigerante,498,302.58,0.0,302.58,4496.31,0.0,24.26
2023-06-06,Powerade,Bebida Esportiva,184,159.82,15.98,143.84,0.0,10.0,3.03
2021-11-18,Sprite,Refrigerante,280,170.13,0.0,170.13,1742.07,0.0,6.98
2024-12-29,Powerade,Bebida Esportiva,332,288.38,28.84,259.54,1917.8,10.0,11.3
2019-10-02,Minute Maid,Suco,374,269.28,13.46,255.82,3142.82,5.0,14.77
2023-03-04,Coca-Cola Diet,Refrigerante,522,323.64,0.0,323.64,4442.73,0.0,24.27
2019-01-27,Sprite,Refrigerante,452,274.64,0.0,274.64,3603.58,0.0,19.17
2019-02-04,Minute Maid,Suco,238,171.36,17.14,154.22,1565.13,10.0,5.48
2023-06-04,Monster,Energetico,537,741.17,0.0,741.17,3653.8,0.0,20.68
2021-01-09,Coca-Cola Diet,Refrigerante,358,221.96,22.2,199.76,2127.17,10.0,11.13
2022-05-31,Powerade,Bebida Esportiva,268,232.78,0.0,232.78,825.76,0.0,1.39
2019-04-30,Monster,Energetico,499,688.72,34.44,654.28,3665.5,5.0,21.42
2018-06-09,Fanta,Refrigerante,567,348.02,34.8,313.22,4971.36,10.0,29.49
2022-10-11,Fanta,Refrigerante,185,113.55,0.0,113.55,0.0,0.0,2.24
2025-08-31,Monster,Energetico,559,771.53,0.0,771.53,4742.11,0.0,26.62
2018-11-07,Schweppes,Refrigerante,237,146.94,14.69,132.25,781.95,10.0,4.37
2018-08-02,Fanta,Refrigerante,525,322.24,0.0,322.24,4506.24,0.0,26.78
2019-08-31,Dasani,Agua,136,46.24,0.0,46.24,777.58,0.0,6.8
2022-01-26,Coca-Cola Diet,Refrigerante,417,258.54,0.0,258.54,3099.42,0.0,18.75
2024-08-11,Schweppes,Refrigerante,515,319.3,0.0,319.3,4947.91,0.0,25.8
2018-05-18,Coca-Cola Zero,Refrigerante,402,251.73,12.59,239.14,2508.63,5.0,14.1
2020-07-15,Powerade,Bebida Esportiva,496,430.83,21.54,409.29,3401.97,5.0,19.37
2020-06-23,Dasani,Agua,242,82.28,0.0,82.28,1973.72,0.0,8.14
2024-07-18,Monster,Energetico,467,644.55,64.46,580.09,2909.38,10.0,16.71
2019-07-20,Monster,Energetico,276,380.94,0.0,380.94,1283.17,0.0,10.47
2019-05-12,Powerade,Bebida Esportiva,438,380.45,0.0,380.45,3419.19,0.0,19.77
2018-07-27,Coca-Cola Classica,Refrigerante,173,109.41,5.47,103.94,0.0,5.0,2.21
2023-03-28,Sprite,Refrigerante,153,92.96,9.3,83.66,0.0,10.0,0.27
2024-09-23,Powerade,Bebida Esportiva,228,198.04,0.0,198.04,0.0,0.0,0.0
