id_pedido,peso_produto_g,distancia_aproximada_km,tempo_entrega_dias,valor_frete,preco_produto,nota_avaliacao
0e5f77f8bef9424afd3d6e904e873275,1700.0,749.79,8.71,23.28,99.99,3
87480ba74c6a68d47d28b4277439c8ac,1750.0,427.57,13.35,13.37,49.9,4
b8b7561e1191a899ece8259bc042117c,700.0,1094.37,15.96,19.26,79.9,5
c7a4d51facd152881353d10029119a40,1600.0,488.62,4.56,18.16,129.99,5
a55945f45b2bf0c2b8b3ffae52d10213,350.0,294.94,21.84,11.85,24.9,3
7ff5516d271630c6a60fa2fa469d7b89,1500.0,386.96,6.49,13.41,55.9,5
69177e2a4ded7df4cffeb0b2a0e3a62e,117.0,846.46,27.74,14.1,44.9,2
19b55ae80ab60aabd581aced47f84e7f,169.0,1407.7,15.17,16.79,40.0,5
6ac28bc08c8053bb1c00241b19daea2b,575.0,496.51,39.24,16.83,152.9,1
f9556cd22578140995b4179fffee7c4a,1538.0,769.52,19.46,16.51,76.99,5
219666ef9b38f40246321c0e0df41cb9,100.0,266.11,6.28,19.95,25.9,4
80c3447167bed567a8646b0802408d48,350.0,10.09,17.13,7.78,69.0,1
d8f560d2563965001d1f853e74c82b0c,588.0,150.99,7.85,11.17,79.9,5
668a8c6658202dfcedaffee43fdd4523,500.0,125.09,9.93,12.69,9.99,5
668ee4108169a1d58c55b20ddc3fa3c9,341.0,1234.64,20.27,18.13,99.9,5
e4309eeca1cfe3c6df5a187c38817a5c,6900.0,2076.85,42.4,44.5,114.9,1
d53709cd2507666542fcf8f6120b99f0,100.0,2483.42,21.34,24.84,19.99,5
77c34615b2963e4bf4b48d59da0eb5e1,4105.0,635.68,12.71,22.29,117.3,5
e0d0c37730a3ab2629b6f24a3466ddf5,1250.0,132.86,2.94,11.73,74.99,4
8da3063f18b30c590bab1b8d083b03fd,200.0,504.02,9.0,17.66,58.99,4
25be1d2d060ffdd6d8f10daceda67087,2841.0,18.45,3.08,8.84,179.0,5
c142c7ab64bc271555af4edbff4d53b8,300.0,1774.11,10.4,24.25,249.99,5
eb46d05c021b6c642a9bb429a4a2eb2d,900.0,26.96,5.87,9.63,88.0,5
c7f2160ec04e1391b0c36a9414fbd118,280.0,1626.31,10.09,16.79,6.0,4
6304866866c7683271828d0a97c0e2a8,320.0,274.75,7.86,18.87,109.9,5
3a9ddae8c6c9ec787ccf981dbbf34499,500.0,46.16,9.4,8.88,50.0,5
05871d52118762aaae93a3682fc5fe2f,16400.0,430.11,15.12,60.31,329.0,5
9bbc9e86ec19f512983335c5af110810,250.0,141.76,2.47,8.11,29.9,5
16531229b848e54d09da87453688db0d,2483.0,1093.91,7.91,40.82,237.9,5
cb4468949989bffeeb1d3aa03efb25d0,100.0,1179.27,12.96,15.1,24.5,3
aa5472de2f22cca7b5a661f6fbc94389,200.0,116.59,2.99,7.58,45.0,4
6b62b6fb8e065b8f7fe252c9850a62da,100.0,1455.75,11.37,15.79,12.97,5
32171e467d31a017b609c0cb44441ee3,4300.0,690.81,11.85,17.67,59.9,4
49a87cbe0678fc2f068332f42fa05241,1950.0,299.48,9.96,13.65,89.87,5
f04479bb4e07ce7b8ac1d2287b528541,2146.0,1161.46,43.78,18.0,129.99,2
356fd0826eb73e2f62ab842bfe38b4c3,9850.0,44.0,13.71,32.28,179.0,3
223a155e5dad113ba43fff75ecbb3d06,1650.0,1146.94,24.12,19.66,49.0,4
78c4c41e23fce373ccb74d07aac38c44,1357.0,393.72,6.18,12.93,49.9,5
eccef5ddc0904de000c633f3d1e36217,500.0,901.17,33.92,18.05,89.0,5
1ac18d97e1b6b6735f1c5ff4f4757380,2017.0,472.77,8.95,13.66,91.49,5
ed8a6e0832d4fbbd240110423cd1b707,1550.0,741.21,20.3,17.64,49.0,5
c5ddf6be2ae50588b29222f7b1fd84aa,250.0,841.3,8.61,18.44,49.0,5
bd5fb1f78168328d1f86591c9c631171,545.0,26.22,2.9,9.34,56.9,5
b3158056db07efa2b7f1a0642d5dd1c4,150.0,670.72,14.64,15.92,250.0,5
a0325a9eb3a1eb5e4a83facd8937ebbe,6950.0,111.73,4.8,22.23,59.0,2
eb1340135e81ffed22e5703c6fbbe879,1350.0,318.72,9.23,14.46,52.9,5
1cf843db5be8c3ec934d6bc2b58e5061,775.0,890.74,13.18,27.45,130.0,4
b7a70c5355ba0e41915b2ae56209a2bb,400.0,30.37,1.65,8.65,199.0,3
b89fe4be84bbe9ccae46504cda83162f,835.0,574.95,18.88,18.09,119.9,5
13ff8a02b63113dd72976dab2e01b171,300.0,499.36,9.0,15.24,69.9,5
28071571611dcdb56bb375c9d6ad3fab,350.0,221.18,5.3,11.87,52.9,4
2e99a8c55fe4b528eb671351410cd81d,200.0,661.03,10.84,15.1,29.0,5
fb3579e233140aac61c80d50536941b4,1500.0,13.04,10.25,11.76,79.9,5
3e6a8242ed19ca13a5da5659bc36030f,584.0,644.03,11.88,0.0,99.9,5
d0e90fb668eb0cd266dfec287a74306e,17450.0,108.84,6.17,15.38,184.1,5
9223919b300f6989e1715333fca0d6ce,40425.0,223.87,25.9,16.32,80.0,5
048846960b74c996a4af7802498f52f2,2650.0,85.7,3.17,8.79,149.9,5
62b59d3fd880df7032e73ddb97f7f00f,11350.0,495.27,21.76,15.27,55.9,2
6bcce39be127575854779e39a50f2059,2350.0,39.88,9.91,11.15,45.0,5
a99d889887e1de4ac286fc3847455a97,550.0,481.0,2.25,16.89,99.99,3
cca79f1e5c4dcf95bfadc53c7a97b4ff,15875.0,412.72,8.1,95.83,1054.0,4
e257fe6c043babc3b737247f4f2a88c9,1650.0,212.22,8.95,13.86,119.9,5
6e5fc24bede0e47389f2042dc5f8473f,2250.0,1512.95,22.56,31.66,144.99,1
0c431e960acdfda9c7a640ee9bac19f0,900.0,11.42,7.99,9.49,96.99,5
4fe2e8b329e56a00aba9b0136b46f00f,1300.0,321.76,7.02,13.07,69.9,5
e326a262b6e44dcbb1df6b74f9aea574,200.0,56.7,2.15,8.72,13.31,5
f34fd6ac0a7e90bea64cb88ee0e475c8,6550.0,793.67,16.89,51.33,149.0,5
1a96f8947e6b2c89ddd029f6c4a64913,375.0,526.6,8.08,18.3,27.9,5
602a793bc5e2389ea3184fef278d8b0f,750.0,336.47,5.93,16.75,79.9,5
152066afaaba08a8a38cb198f0b9b38a,350.0,131.79,9.93,12.48,37.9,5
5f12df808d35ea25be28ad052f4aa3ea,400.0,103.98,3.96,10.07,330.0,5
b6ec749459197dc03576375a5b65f5a4,8450.0,1016.97,16.62,34.15,112.99,3
3dc8ca7de518eae32ebe7dc2dad8ae77,300.0,18.0,2.38,9.42,29.99,5
da5c9003db4a2e616ee1b5bcc0448401,200.0,707.98,12.6,16.05,39.9,5
d45182d981794b5e86d5f433ed2d6e71,150.0,354.54,7.16,15.23,14.99,5
248f977b0cbdc09f2c33465578b76873,925.0,1158.99,16.34,27.23,98.0,5
2af4817f66a5aeb427fc06e41204bc7b,300.0,143.26,2.94,9.74,12.99,5
48b8106306f7a0a72b4e74eed5635ffc,300.0,315.21,19.65,10.96,7.29,5
2095778434755b568ba4c3c2325096fe,200.0,158.35,4.97,8.11,47.0,5
046af6e24851f4a0a0e7849112980219,450.0,376.84,6.22,14.1,14.9,5
b5201a0b6f9977a55b5e41b5af2817be,600.0,17.01,2.9,8.72,29.99,5
7c6b6a9c3d77dcb56f9d216b3edbb1a9,1900.0,707.28,9.04,17.37,89.99,4
b545ad53e8d904631211fb300ae92de8,450.0,121.83,14.07,13.83,198.9,5
7f8903f6568b27ce902d983d179386e1,1025.0,471.04,11.38,15.76,145.0,5
e4dd49ba0611671232dcae9e0dc08206,167.0,534.55,10.9,12.66,75.9,4
64dc7842b184ebd280aef040ab951134,550.0,365.89,7.94,20.31,159.9,5
16b4ac6ceeaa0dd48fcff2baebee690f,100.0,35.03,4.89,7.78,12.97,5
27c666cbe2691774436144c46aefe216,800.0,682.49,7.09,14.87,159.99,4
b40c4af3ffbbc82b406eb247212668f9,7600.0,343.72,35.01,30.01,174.0,2
2e1205ef23c9d6445449283ddfe660ad,200.0,573.61,7.14,19.15,149.9,2
d46a98b33046509aec0ca7142d63b9b1,400.0,1045.71,13.12,20.08,198.0,5
e19cd34df6e55d39ab0bf8412fcda86a,2150.0,435.76,8.07,14.57,119.99,5
842fbaff9da558be5528caf78d1e0969,100.0,359.67,4.99,11.88,54.9,4
f494d83d0d79852364e3128ec6cc44a1,1750.0,623.37,10.42,21.35,53.9,4
29c6b96c5e696a196f1506078a1346cf,650.0,1444.81,8.95,22.06,180.0,5
18fff28b262a583fa603571f53521574,1700.0,623.25,11.97,24.31,215.9,3
91256287c54349812a38220b628d3c10,150.0,1090.62,15.85,17.63,19.89,2
ba2a82359a00bf0bd1f5ae32527a5a40,200.0,88.08,5.37,13.9,59.9,5
d5b836c3e4d3591c11cfbc0d8a32948e,450.0,147.82,4.09,8.72,49.9,5
9b04d275dbe50bcbb039286dbab3288d,307.0,9.07,4.31,9.74,74.9,4
41e9d5f1e8d3bdaf6500baba3502970f,2970.0,426.19,7.71,27.22,339.9,5
6e787abee7049d6c51663bdf25a4b2cf,600.0,562.42,19.27,19.53,48.9,5
ac29dc202ed3414563f9093e2dad9ec3,8250.0,1247.47,10.02,55.98,79.0,3
1db212a53e1922f5a77f524426250b8b,1600.0,682.82,14.27,23.63,149.9,5
3364be119eff03652aef3e3abf764889,1350.0,237.86,6.33,15.52,64.86,5
dc2e682924e6b1dcd20240a5a45f4b8b,883.0,2125.07,3.93,21.09,148.99,5
4dec20e5f3480964ccd41880b79b3863,6300.0,1868.01,27.51,46.43,249.99,3
2a81af36abe7c237e184b5f84e5b27bb,650.0,28.47,4.24,9.24,70.0,5
4f4c78935311aa885158c44fe04d7257,900.0,655.5,21.0,18.3,246.62,5
b05df0dfca38d85d9cc0bcdbd8bc643a,7725.0,575.33,18.08,18.11,122.62,4
dc6d833bfea9fd5fbb4336fbc918b39b,50.0,638.36,6.26,15.1,18.9,5
3a5b3bfc6a2277d612dbf7eb03faebb5,3000.0,300.8,7.26,13.57,78.0,5
58ae1d454a356757c2e45298bcd0c9bf,200.0,494.12,7.35,15.23,44.99,5
84f7db01521f80940a5251ef37175555,850.0,868.77,8.19,27.17,89.99,5
8aa5b35619d1aeb3068187d868c9aa41,1950.0,86.18,9.44,14.23,173.0,5
df120e93c49ad7a784ea04bf8b97663e,2050.0,837.01,14.27,16.63,54.9,5
b8363d01d95d576ce95a9283c6e12edc,118.0,518.05,16.18,15.44,98.0,5
2f4b5984b0c48fc5bf385ed7f51051ca,1650.0,254.21,16.93,13.14,79.9,5
9660767a8d96cb12bf8bd94b3797bb75,400.0,608.47,13.67,18.74,122.99,5
6848638dc76d21225ff520f55b46b0ef,900.0,7.98,6.64,7.39,49.9,2
f58228001d45c09c8447ef1f2fa6a2df,1100.0,423.57,8.86,13.37,49.8,5
c22e53cbe67ea326ea31cdeee2be8943,10250.0,29.45,14.28,15.63,290.0,5
96bac00ebfd18ba64dabd7cb27471282,6550.0,2196.95,29.2,38.45,129.0,3
b888a76fea30e300ec8c6c53d8033583,600.0,45.05,8.77,9.34,39.9,5
08c6860a0281fefc591da60249d5fa76,1000.0,833.77,8.72,17.75,129.9,5
36ea72943a97d3bf36050be233ae1151,9950.0,248.24,9.42,25.81,138.0,5
d24c7346d4b0d3dca97138e03ef34ffa,1000.0,378.82,9.46,13.37,39.9,4
c4421eb740558d775cda9f659561f4c0,7900.0,224.93,15.02,21.01,99.96,5
bd897d9f69ca937fdd3006b3aaaecfcb,1350.0,360.71,10.44,16.02,179.99,5
fc1d4a8adb62b480c591455600955b2f,1550.0,408.08,6.12,26.53,63.72,5
889e1d99762dd368ffbc599fca39bb91,2300.0,493.69,17.37,21.42,132.9,4
fd94e66307d89e3285cde20f9766bafd,750.0,16.62,3.32,13.75,389.5,5
edf0efdd0fb952f2a470f4a5d871b7d5,1110.0,336.12,9.94,18.23,49.99,5
3451e358dcd1b3eb514821e4e9772ccc,786.0,67.83,5.53,11.9,529.89,1
8382255ca7fdc3ec278ab4c83aef9122,1600.0,315.7,9.22,12.9,80.0,3
90594e2a39ba4a93cae555437837e9a0,444.0,542.74,11.27,18.73,121.9,5
82daed31f80350ce51f518369a8d181c,200.0,83.53,2.25,7.88,89.0,5
e3c93a72c954974ce7fb82a5f97d8b89,300.0,329.67,5.68,10.96,38.0,5
4c9fc17c613ece433527a91aab30f1ec,3350.0,480.54,20.23,23.59,149.9,5
d8e2d2a26010eb732a91d8b6952e2c9e,2600.0,1951.25,26.43,29.9,69.9,2
fa5a7d839b49e173198586f7366939cb,250.0,385.87,8.61,16.79,31.9,4
d36ad3f4b22bb20d764f83cfe6ab045d,800.0,373.74,24.26,12.69,19.69,5
ff49f52e3e1a9422bc1899208d5b8591,150.0,18.77,22.78,7.78,24.9,1
7e58fa9d237f327d3779827e62ed965f,200.0,633.43,8.02,14.15,57.66,5
87ebcd73de7c03e3ba13f9e9466c15c5,2350.0,1361.3,17.26,32.47,228.9,5
774359a2a8b6be829653bae9390a0dd0,463.0,896.47,7.06,20.19,329.9,5
f0cd34ba1dce8cb8adc7e3b61fa0bf2e,13350.0,41.99,19.63,21.14,156.94,4
4a43d3c22320336cee933c3b90a9e55b,600.0,942.31,4.06,27.5,79.0,5
64f65d9b37717ef40554badd2b22d6f8,1450.0,37.4,3.48,12.11,129.9,3
53c9a0d2bf333276fee812b2f2bcec0a,225.0,1887.92,12.46,24.84,13.98,5
0a5862d87bffd3cfdc0615c7aafcf408,200.0,134.01,17.42,14.08,29.9,5
9dd72a3853b3514932140ba93b5192c9,370.0,891.58,22.02,15.35,35.9,4
5bd09c25c13fd88f4f9928d25cba13e3,444.0,268.05,5.86,12.62,159.9,3
255a21c87a4a96bae0476d10dd3800e0,750.0,114.93,4.93,11.83,89.9,5
8bb932f44e796fe5ea0bb0707157461b,750.0,354.55,7.08,16.79,290.0,5
1ce43b051dce1e2139a29c0b64b5df53,1700.0,570.16,10.82,23.5,99.99,4
89ce68f38090867719b22774f8bf5861,1700.0,167.82,8.65,14.06,148.93,5
cb54574d034b9ad15bb7088f568abd98,5650.0,466.21,12.13,22.95,299.9,4
55237a86ff63f2db34b6b47bbb3d694f,16100.0,399.65,17.33,36.29,89.9,5
15327faedc0b46ed8e761a6828b9e039,250.0,507.75,20.75,18.36,69.0,3
91f71835acd6d20c6c5362c5c1907367,600.0,18.33,2.96,9.77,175.99,5
a43f06aa18fbe7db935630bd59aa0cdb,50.0,856.68,14.31,17.42,139.9,5
5dee8eedf4516e7562d1ec0f62833392,1267.0,222.06,6.89,16.94,186.99,5
5ddb2ce1958a158606319b7a9204fd8e,400.0,1263.41,13.37,21.3,72.0,5
ad8f6641cb556bea52f1b3f0d08f1fca,7200.0,37.12,10.72,13.86,120.0,4
12a9a890cc3d7680ca149fd16535fb69,800.0,18.61,4.41,9.35,76.9,5
9b34a8b59a65874925bc12d1551e5256,250.0,1525.98,20.2,16.84,56.99,4
4f80c4f6e510fb8a22b31c912541de1a,250.0,662.03,14.99,17.06,89.0,5
fd73324057cc65cae5776cf4bc9ff56f,200.0,16.39,3.94,7.39,24.9,1
7fabd5670856f9508229716816520d5b,240.0,543.33,8.91,15.1,37.9,5
ca3d75df70f40faa8b83505b242d83f1,800.0,351.82,13.44,15.11,30.0,5
cc69d0cbc95281b9e751fe0f694ecd7d,250.0,485.05,10.81,15.43,239.9,4
6180176978a92ed9fd65b8a884601955,1600.0,737.81,15.56,17.94,99.0,5
7c48889642a4142114249d57bb4bdee4,5050.0,86.95,6.35,16.84,349.9,4
f7d8cd54dcedff57206bb219f1edfb5a,500.0,164.37,9.46,12.48,49.9,4
de5e00f9f07e671f1664172898ebf7a1,431.0,827.54,10.2,16.49,248.0,5
dee9aa5c49815ac54d9348b7e4899efb,1300.0,1081.68,14.8,20.75,40.0,3
9a9b8909d5262facaf818727cf3c9251,1400.0,314.28,7.05,13.37,44.35,1
50016cfea9ee1adce87144110716aa4e,1100.0,342.29,8.62,15.23,50.0,5
1e6add8e062fefaf389db3e1006dde0c,4200.0,670.87,6.31,23.42,119.9,4
4243bef9583d689a9c8fe6f055cef332,100.0,347.15,10.84,11.73,159.99,4
5f5fda6bb6bf0aa8f49f50506b1584ca,13400.0,267.37,14.16,54.45,265.0,3
8adc7186d6a1385039f0717a994aaae6,2500.0,722.24,10.17,31.35,99.9,5
f4648b67b522b668ee82118f15e903d6,200.0,53.24,3.67,7.78,29.0,5
bcaa9390e85fe694eefdf1e33f77b3b5,200.0,564.92,58.28,15.1,48.3,1
f9a56a1e02546f0d1baf56f282fa0659,500.0,235.16,6.23,16.53,109.95,5
77647c811d173d4d74674fd37c098c17,3450.0,490.49,31.11,38.26,119.9,4
347d96fed35c336eb4656e8965e0d1b4,371.0,40.7,7.52,8.27,59.9,5
56b0badd7be47d6b03b5b4a692791495,7800.0,88.54,13.03,17.99,179.0,5
7c666dfeba44ed20c9ad3f4b3d7c5e8c,10225.0,184.3,10.94,14.0,139.9,5
63b6bb683b45ebaf42d0979fae65ad35,135.0,504.08,51.29,15.1,42.9,1
6a346767428dbe844fc5dc660510bc45,493.0,827.82,6.67,17.06,89.9,4
b6b94b1cc59892d36b45ad8df8055206,1100.0,1334.75,15.62,20.98,43.9,5
e778ff1d0d9c3fced0e2af730435dde4,12850.0,6.2,4.51,28.68,58.5,5
cebe9a3966a2fc8ffd1a3c5996678283,250.0,639.66,6.59,18.65,78.0,2
39a484e6a644f8edeb11c2c8ed218069,530.0,296.67,9.89,16.57,590.0,5
f0e14b83b8b12697246a18f91e0377e5,1450.0,1983.75,10.13,43.02,136.99,1
36b3e868e7c59377f81266ad905cbdb5,200.0,929.61,20.0,16.79,16.99,5
d0acfe7fdbf94c390d7b20b589fa9bbd,8975.0,383.49,3.12,21.07,165.9,5
5f39964152b7c80a427cc4bffdfe757a,887.0,100.14,5.09,12.04,119.99,5
3d218f39d04ff6b133d343aed4364de9,700.0,381.93,12.43,20.71,849.99,4
ac44d431499dd1f572a4dc7408581e7f,538.0,117.71,4.29,14.26,158.7,5
51b961a61693c869d201aee32178ad77,150.0,598.68,17.91,15.1,23.7,4
b82b1a7017f4c904921dd5c6c6da8804,1000.0,503.71,14.68,17.75,214.9,1
785ed304440ca3ec9d982f8bde46fc54,650.0,139.63,4.94,13.57,59.9,5
04dfcefdc5881bd3db8f516999a758af,2250.0,357.48,6.1,18.63,119.0,5
318034c29181efd4952394fd0892c3dc,400.0,80.22,4.2,12.77,308.99,5
696e7a79f34c788e7b79e59e35756fdb,1750.0,925.82,16.96,17.67,59.9,5
90ff532c672099e61c781421d7e8593f,400.0,678.04,25.17,15.1,23.0,5
6f5287c7bb4cef1435b9666c23c54f9e,250.0,92.21,2.76,8.87,229.8,5
aa447b34c5c14dc2b2dfe8fc943b0687,584.0,268.47,21.0,0.0,116.9,5
b513a14f9b8b4de3fe87cadf03715229,4900.0,12.66,3.97,17.55,399.99,5
36a654dce46c360c165a2c3e8f54a42a,1000.0,419.4,6.86,16.82,151.9,5
faec0a1b907c6ceb300eaf9d8157028b,900.0,356.9,7.71,16.91,164.99,5
422643519f1061cfc8efcb75a97f87c6,4400.0,226.72,7.99,20.47,129.9,5
c3238b66f1aaff3377a91bf1a3990e1c,500.0,984.58,7.44,20.01,349.0,5
8be7e186574461ab90c1674973c58b12,100.0,26.3,5.86,8.72,11.9,5
f5af86a3bea41e5daef5c06e7a02ad2e,7750.0,277.38,18.69,22.51,99.0,2
790eaf31f63a94f924509397ed8b15c2,3400.0,967.5,8.12,35.65,269.9,4
ef095afed99d361bb81103c9d6380397,4000.0,346.5,5.44,28.03,150.0,5
b26e3810d22f6c580f65bba31809c43a,3100.0,258.43,19.98,35.76,317.0,5
c7fbf4fec3e516001a347b5b186d804a,760.0,423.24,18.05,16.45,177.0,4
07946e40cd8c6b2ab27f0fe14f21f7dd,350.0,667.8,9.71,23.05,160.0,4
c5c02641e7ce2d2ba7049722b338ec70,150.0,86.24,2.99,7.88,89.9,5
6d20c5b5d74d900b45b27fd6e6e01089,1200.0,139.61,6.37,14.58,69.9,2
25b62036b2db47025c3d61123d159c2d,250.0,69.0,5.15,8.72,28.0,5
88b40db56f2c37efbf1b4e83db2b40ac,200.0,31.67,2.23,7.78,29.0,3
4f92b447221c7c5e08918d145eafa33f,950.0,305.94,14.01,12.06,79.99,4
c8a943770fb49db56e8f9621794fcf23,150.0,570.7,18.98,17.92,24.0,4
a17fec30c4ce5a766edee3f4c7701c0f,4200.0,742.34,11.73,14.52,49.9,5
4ba6cf8c58812d65edc6a67cf37c4aeb,150.0,338.95,8.29,15.44,49.0,4
2af6a9d6406504aa92a844c413551a60,1000.0,24.73,1.75,9.34,39.9,1
1ae9416cc460b54e019ac44ba53f5b1b,1217.0,697.51,40.19,17.6,47.0,1
97eb8123f2508dda8d9234f0aca79572,950.0,269.43,11.05,13.85,69.9,5
e8ab363cd45a4e68e65455199d62b45a,1500.0,114.08,5.08,16.25,69.9,5
41efbbf74c4dc9530e8ab1e0c3f947c0,250.0,22.02,2.82,7.78,45.0,5
a8098c74d0b6846c8dd5ea90952879ce,649.0,503.76,10.33,14.1,22.5,4
7ac2d00b969e92c7ff873e5a751f3b3d,1850.0,948.72,15.21,17.67,59.9,5
a5849d6f70582d4c5217bac6616a45fa,450.0,327.18,6.49,15.51,59.0,5
e36b754064ae37070ed35ef7a9fad5e2,8350.0,282.29,4.78,24.12,72.86,4
7729e4f24027d10a411f2ca08df03327,15200.0,315.32,6.73,38.44,99.0,5
611ef72664b4aee2a96a05d91c92ae1d,6950.0,233.37,5.06,14.51,59.9,5
74db91e33b4e1fd865356c89a61abf1f,175.0,64.24,8.47,7.78,12.25,1
0f9751081b734220a998be212c391523,3300.0,1395.37,14.29,33.85,199.9,5
1f8f107ec282753323eb8c093b00767c,100.0,382.19,11.45,15.1,49.9,1
e94049a4979c0cca812d339264c0792e,150.0,359.34,16.91,14.14,55.0,5
c0c1edfe2e51faac7f501bac1827c056,15875.0,419.01,6.66,95.83,1054.0,5
fdc9d53919c301a0d27f2aad205c5aea,700.0,872.56,18.77,16.8,79.0,5
cb1f639d88a5c4d9049c6c61d563f5b8,10150.0,21.98,5.21,27.63,248.0,5
b4d1dd77cf2c5fe4f153c568189a1e39,800.0,184.14,10.81,12.69,30.0,3
2cee7217cf66ac4e8027f60d3b105524,200.0,2055.04,18.06,24.84,39.9,4
9c4bf952a421aa0ddf8714352db3f799,1250.0,8.8,3.04,12.61,201.34,5
c421ebe75a8bcaabd8540cfae6aa4a7f,1200.0,690.07,18.29,20.75,500.0,5
a285ac76dd23bfb0ca14b34b894e9af9,736.0,528.18,14.49,16.46,99.85,5
58bb1a30c2cb9520d5de66b39ed7cc0e,500.0,852.11,8.97,15.23,24.0,5
5ab6412ef2b60684cba4139fe9eff658,600.0,347.01,9.16,15.11,44.99,5
ff3a6dc71d198630c018885d4049ef6b,1500.0,319.57,21.03,11.85,48.9,4
299b68ba840c1126001409fd0c4011f2,200.0,1135.61,6.24,17.88,135.0,5
fe6de2a2f0a13307c3b9718817d14c7c,900.0,516.57,10.9,16.11,50.1,5
b08b60cece524686b12c2201f977ba42,200.0,1481.84,12.45,15.79,49.0,4
00404fa7a687c8c44ca69d42695aae73,584.0,293.19,10.85,0.0,99.9,5
66039d5c09809a835bd5e6e34619efc7,400.0,473.19,5.34,13.28,119.9,5
bdb86a981cb75aa7ea9ca816e2485904,200.0,544.53,9.65,18.43,79.0,5
a5bb45ed4fdd4becba2dd4f863580dbb,10225.0,166.38,8.24,14.0,139.9,4
7df620c5efd94b149ee17db0a48e4916,200.0,17.26,2.08,7.88,89.0,4
d129a390b12dad8097fca575b31aba6c,10700.0,1942.86,46.37,59.14,139.0,1
0d597bde3929912cb11ba2fe571a4267,1750.0,662.95,22.25,17.67,49.0,5
7e2abfe12599364389f3fcb145141030,275.0,442.93,11.14,15.23,68.9,5
b154ff1c2ada796573437001346a322b,7650.0,246.6,23.86,30.06,568.9,5
bf04b0c11f0a840b83b25819a1a8d98d,600.0,36.27,7.07,11.99,69.9,5
dcfe16b7fac604ef53179e3018c26ed8,200.0,544.27,3.92,15.1,39.9,5
67e9625c39f8c6e529f81ad4c28acc5e,25150.0,572.45,55.68,92.47,650.0,1
d790743eff8a57ec6b1bd64865b8c60f,553.0,346.05,8.74,15.11,23.9,4
5ba2971983dbd7066539c01bcaad029d,275.0,75.47,6.15,11.85,25.0,5
0f6a5e91a0432f84b83844d7b001d765,1200.0,283.56,7.83,17.95,99.99,5
876bcc47b24377b358f9f3e7f59b48da,800.0,578.88,8.27,19.38,59.0,5
9eed56c2c8e96a33f6f266f2437d0897,550.0,37.68,7.21,12.69,25.0,4
8eb725aada1a0c4ee389c877da70d60d,1150.0,872.14,17.71,18.21,89.9,4
b46a585f4ae96d0dec633727953055fe,1025.0,9.94,2.68,8.62,65.5,4
ff69de2237431040b7e8d1fcd79c0a7a,1700.0,577.32,6.89,42.76,75.0,4
71b6b0dbcea45b0b6225395f940402a3,7150.0,534.33,22.41,19.45,67.9,5
0af4a846cbf75b456c934b786d683618,2750.0,1383.69,12.99,40.85,1200.0,5
0cee13b4c26d8a1508693a49a3859285,400.0,381.41,15.33,19.63,249.65,1
79ecc3e68b2d54e056223964de8bca98,2400.0,400.43,7.75,18.08,118.33,5
b063bf13bfec7c847d7a6bdb54554c00,1400.0,411.36,7.59,14.8,89.99,4
fa534840c9b5b3a7052a37a863ea1790,2700.0,94.84,9.97,11.8,85.0,1
d3ca7b82c922817b06e5ca21165c5ea2,450.0,2.3,1.0,9.51,99.0,4
85dd1b320b4d8dcb8e905abbc53f8ed0,3200.0,467.74,28.3,27.2,159.99,1
756ab8926e5a8c5cb52f604c40c15767,8550.0,427.01,7.07,14.49,56.7,4
38e9145bfbed86212bf884f4a8420fcd,600.0,503.96,13.28,16.11,29.0,4
0946ea44283ef9035521460a12da1569,430.0,2228.73,33.93,50.85,49.9,3
6895b2b445ba6fc95b205ec5d0d5f25f,350.0,627.93,9.26,18.82,102.9,5
ce9a4145e5720586690aa60fd0128597,50.0,464.72,7.35,15.1,40.0,5
aca32a744ead78cb64a902170bf3147e,317.0,128.42,11.93,13.86,124.99,1
2b954554f16bda26b0674892c02c6684,6050.0,579.46,42.84,50.5,89.99,1
20ae21b63b409890b6f852c06d2458f8,390.0,153.03,5.89,14.3,182.99,5
529803de3fafe0402da504545ed10047,1200.0,54.74,4.83,9.61,42.97,3
dfda82f701815b8d9306b1343ca3e2bd,150.0,760.87,3.15,18.44,79.9,5
5af72703d4208ea6a92351eb9806b4de,1000.0,314.92,11.99,12.8,65.9,1
aa3bb8a5c7740d386e6318f44046ac14,1075.0,444.33,11.17,23.35,110.0,5
3516e5d5f67c23496363aa89756c4cba,2000.0,343.15,26.79,15.67,129.9,4
bbdcda6bc4c7d4051fb9d26422a602ea,1250.0,83.69,13.23,10.11,185.6,5
42696dc99cfcd6fc7cf7d426ce456cff,2150.0,291.39,28.15,17.1,210.0,1
cba6084373248c908b641d3fea44ab42,380.0,30.17,7.78,7.94,35.0,5
2395fd4999715780712fd089ccc57d50,500.0,334.83,9.46,19.52,824.99,4
6cc462dbd8849dc8a1ac2f9023901fe6,750.0,726.52,14.24,16.88,89.9,1
56f46fb5630f80cde51dfe4f07de78bb,1550.0,733.23,14.17,19.66,59.9,4
adfdb27a08daee708353f76e9b690c75,2841.0,805.77,8.79,27.91,179.0,5
87da169130c3778475f71ef7ed36b4d1,9750.0,4.19,3.01,8.76,215.0,5
9e3a37ffccf4190a8b497c3e563fd95e,550.0,790.14,11.12,16.29,84.99,5
08a19256bfef2a2b1f0fc654723a9c71,150.0,2506.62,8.7,51.34,89.19,5
