passo,tipo,valor,nomeOrigem,saldoAntigoOrigem,novoSaldoOrigem,nomeDestino,saldoAntigoDestino,novoSaldoDestino,fraude,fraude_sinalizada
307,DEPOSITO,31232.97,C1828342242,4667443.77,4698676.74,C990248773,202204.19,170971.22,0,0
362,TRANSFERENCIA,85113.85,C362343173,85113.85,0.0,C2119235078,0.0,0.0,1,0
356,PAGAMENTO,2556.02,C1546292485,0.0,0.0,M374893770,0.0,0.0,0,0
266,TRANSFERENCIA,10000000.0,C1749184895,25494862.93,15494862.93,C1827220106,0.0,0.0,1,0
252,PAGAMENTO,4280.28,C160571862,0.0,0.0,M179155460,0.0,0.0,0,0
10,PAGAMENTO,15714.07,C417943432,10020.0,0.0,M1856078834,0.0,0.0,0,0
223,SAQUE,468446.77,C1527065781,468446.77,0.0,C1620993935,0.0,468446.77,1,0
616,SAQUE,1265656.44,C198942679,1265656.44,0.0,C154881805,653351.54,1919007.98,1,0
297,SAQUE,89539.51,C1902816390,0.0,0.0,C1114374362,1140723.47,1025075.2,0,0
35,PAGAMENTO,314.21,C634406691,0.0,0.0,M1470879217,0.0,0.0,0,0
42,SAQUE,349983.27,C2113797988,362.0,0.0,C818915563,208407.35,190963.36,0,0
331,DEPOSITO,222781.27,C23539607,30764.0,253545.27,C736371337,0.0,0.0,0,0
690,SAQUE,166891.51,C1080371544,166891.51,0.0,C2138077738,0.0,166891.51,1,0
305,TRANSFERENCIA,7101627.05,C1779614512,232317.0,0.0,C810516961,0.0,7101627.05,0,0
16,SAQUE,28710.33,C56411545,0.0,0.0,C1723581252,40962.0,0.0,0,0
396,DEPOSITO,195922.64,C759117324,31219.0,227141.64,C986138600,0.0,0.0,0,0
129,PAGAMENTO,5950.68,C1112478310,49502.0,43551.32,M72864066,0.0,0.0,0,0
384,DEPOSITO,142632.26,C1336332876,6850105.55,6992737.81,C279769405,4877860.94,4735228.68,0,0
164,SAQUE,142159.11,C683958352,0.0,0.0,C4997666,626105.6,768264.72,0,0
185,SAQUE,166090.82,C1264582439,0.0,0.0,C2093703169,2457842.07,2623932.89,0,0
444,TRANSFERENCIA,3752520.6,C635186,3752520.6,0.0,C1223255649,0.0,0.0,1,0
17,SAQUE,22539.28,C1515388831,174.0,0.0,C242173174,51593.79,74133.07,0,0
136,TRANSFERENCIA,498576.87,C424787236,0.0,0.0,C1725791381,1130586.93,1629163.8,0,0
674,TRANSFERENCIA,6250438.78,C2029976755,6250438.78,0.0,C693212579,0.0,0.0,1,0
277,PAGAMENTO,9412.89,C2099137338,981651.0,972238.11,M1992075572,0.0,0.0,0,0
337,SAQUE,505580.22,C189821209,505580.22,0.0,C1628363112,18262.25,523842.47,1,0
280,DEPOSITO,195776.27,C2106811697,4628226.3,4824002.57,C585991746,240206.13,44429.86,0,0
307,SAQUE,7257.65,C1934893142,20305.0,13047.35,C1437488024,0.0,7257.65,0,0
14,SAQUE,142987.55,C1695448724,201073.0,58085.45,C1173506940,0.0,142987.55,0,0
444,SAQUE,178616.12,C468251407,178616.12,0.0,C1669286784,0.0,178616.12,1,0
21,DEPOSITO,147512.68,C1375117596,1224.0,148736.68,C1459861371,2264941.41,2117428.74,0,0
730,SAQUE,10000000.0,C315149365,10000000.0,0.0,C574552283,62895.13,10062895.13,1,0
227,PAGAMENTO,20216.0,C1483990059,0.0,0.0,M484236022,0.0,0.0,0,0
459,TRANSFERENCIA,277611.08,C1304518547,277611.08,0.0,C230736806,0.0,0.0,1,0
144,TRANSFERENCIA,360922.23,C399804200,128.0,0.0,C1706695741,0.0,360922.23,0,0
259,SAQUE,8360.57,C500708237,0.0,0.0,C279554391,549246.3,557606.86,0,0
310,PAGAMENTO,23899.47,C299576766,21486.0,0.0,M735114168,0.0,0.0,0,0
235,PAGAMENTO,12814.24,C178649392,1092.0,0.0,M1015072478,0.0,0.0,0,0
352,SAQUE,199974.24,C566609387,21345.0,0.0,C1476976592,524330.65,724304.88,0,0
657,SAQUE,2429711.09,C765888387,2429711.09,0.0,C1289554700,50934.53,2480645.62,1,0
297,SAQUE,118919.65,C670190319,31307.0,0.0,C1046408722,0.0,118919.65,0,0
691,PAGAMENTO,13776.03,C3679813,1589.0,0.0,M1689926731,0.0,0.0,0,0
154,SAQUE,109902.91,C1035313056,1924.0,0.0,C1039213569,415408.74,525311.65,0,0
206,SAQUE,165628.25,C701134837,0.0,0.0,C1409693503,1541039.33,1706667.57,0,0
336,SAQUE,122992.25,C1051557699,0.0,0.0,C1938861876,1131929.71,1254921.96,0,0
638,SAQUE,249017.98,C1688050315,249017.98,0.0,C406482973,192109.7,441127.69,1,0
490,PAGAMENTO,5627.09,C861560170,0.0,0.0,M1298109446,0.0,0.0,0,0
178,SAQUE,77693.93,C1805765951,154337.0,76643.07,C1365609540,29935.13,107629.07,0,0
5,DEBITO,1382.4,C995621141,8684.0,7301.6,C598551831,58269.88,46515.29,0,0
304,TRANSFERENCIA,10000000.0,C1551366539,0.0,0.0,C743224470,20005665.11,39712018.34,0,0
41,DEPOSITO,66662.11,C1708985381,21225750.11,21292412.21,C467973788,351560.51,207736.15,0,0
467,TRANSFERENCIA,171623.1,C1057975418,171623.1,0.0,C864888723,0.0,0.0,1,0
16,PAGAMENTO,15838.94,C456135045,0.0,0.0,M644607025,0.0,0.0,0,0
72,TRANSFERENCIA,622235.32,C2071698582,622235.32,0.0,C1036746993,0.0,0.0,1,0
307,PAGAMENTO,20514.7,C1600232120,28030.0,7515.3,M1501633181,0.0,0.0,0,0
396,TRANSFERENCIA,1243000.89,C2120663266,49857.0,0.0,C570329117,2040269.88,3283270.77,0,0
228,SAQUE,304935.2,C1209804285,41898.0,0.0,C2110301116,0.0,304935.2,0,0
283,SAQUE,76174.58,C199983780,0.0,0.0,C1158624057,4391710.37,4467884.95,0,0
260,PAGAMENTO,8248.87,C1165207461,171082.98,162834.11,M2065180242,0.0,0.0,0,0
95,PAGAMENTO,9434.85,C1562797947,206449.0,197014.15,M1388100745,0.0,0.0,0,0
205,SAQUE,209559.57,C1318802250,0.0,0.0,C597094434,243884.55,453444.12,0,0
156,SAQUE,179024.81,C84909631,5050.0,0.0,C1711955032,0.0,179024.81,0,0
354,PAGAMENTO,244.21,C1543680580,0.0,0.0,M1989225799,0.0,0.0,0,0
347,TRANSFERENCIA,231982.43,C257640622,0.0,0.0,C640303636,515521.36,747503.79,0,0
399,PAGAMENTO,20960.12,C1377492673,52242.02,31281.9,M1843261859,0.0,0.0,0,0
44,PAGAMENTO,2693.9,C1926337810,0.0,0.0,M1994064927,0.0,0.0,0,0
234,SAQUE,85775.2,C391968909,6758.0,0.0,C1288873537,1937452.01,2023227.21,0,0
299,DEPOSITO,336711.07,C492445144,107046.0,443757.07,C551326326,0.0,0.0,0,0
295,SAQUE,4531343.47,C1462947577,4531343.47,0.0,C1069720,0.0,4531343.47,1,0
212,PAGAMENTO,1089.08,C1641804187,0.0,0.0,M1197090739,0.0,0.0,0,0
179,PAGAMENTO,17080.85,C333928727,88528.65,71447.8,M968163350,0.0,0.0,0,0
568,SAQUE,66188.66,C1737756635,66188.66,0.0,C1532114451,715846.03,782034.69,1,0
85,SAQUE,167679.27,C2032147559,167679.27,0.0,C599607213,165580.61,333259.88,1,0
133,SAQUE,247918.85,C462856401,0.0,0.0,C694737898,3796487.0,4297177.13,0,0
182,SAQUE,116433.61,C1604559423,853963.0,737529.39,C1929995374,5020135.06,5136568.67,0,0
404,TRANSFERENCIA,186375.38,C1792771606,186375.38,0.0,C216536888,0.0,0.0,1,0
162,PAGAMENTO,5970.02,C1434672359,21592.0,15621.98,M1708337494,0.0,0.0,0,0
350,DEPOSITO,213141.07,C997399372,109.0,213250.07,C699834766,0.0,0.0,0,0
17,DEPOSITO,2241.35,C921699592,3871092.11,3873333.46,C23137901,96578.0,187573.8,0,0
394,PAGAMENTO,6191.06,C291391476,0.0,0.0,M1325204707,0.0,0.0,0,0
327,DEPOSITO,101887.21,C59604069,567.0,102454.21,C1484642362,0.0,0.0,0,0
335,SAQUE,249190.54,C996981344,0.0,0.0,C280668432,1835081.11,2084271.65,0,0
131,DEPOSITO,44198.57,C1657472337,7478413.85,7522612.42,C1823101747,6908699.42,6864500.85,0,0
331,TRANSFERENCIA,397913.25,C972786154,0.0,0.0,C1938860968,657639.08,1055552.33,0,0
34,SAQUE,99462.56,C2051096843,0.0,0.0,C175977140,401494.21,500956.76,0,0
395,PAGAMENTO,12546.9,C1995248723,11428.0,0.0,M711591816,0.0,0.0,0,0
15,SAQUE,170.0,C1065370362,170.0,0.0,C200064275,413421.36,345764.15,1,0
14,PAGAMENTO,8115.04,C936905791,0.0,0.0,M1901218697,0.0,0.0,0,0
154,DEPOSITO,418208.78,C467794452,5024173.17,5442381.95,C1357542581,478256.59,60047.81,0,0
140,DEPOSITO,49787.64,C133408354,16789635.19,16839422.82,C2052219633,252853.41,203065.77,0,0
158,PAGAMENTO,10648.26,C462693322,0.0,0.0,M1348901752,0.0,0.0,0,0
598,TRANSFERENCIA,138468.93,C1255223664,14685.0,0.0,C1762372285,53848.79,192317.72,0,0
161,DEPOSITO,297330.68,C885608804,16772.0,314102.68,C1203828776,584414.9,287084.22,0,0
48,DEPOSITO,199182.42,C86765291,5648329.48,5847511.9,C2062903496,241947.74,42765.32,0,0
142,PAGAMENTO,12282.49,C1380708543,186.0,0.0,M455041328,0.0,0.0,0,0
157,SAQUE,558761.49,C792304062,195032.0,0.0,C1458025906,844409.59,1552234.73,0,0
325,SAQUE,11873.3,C1706859883,45256.0,33382.7,C1792871311,508036.89,519910.19,0,0
295,SAQUE,172344.3,C246205789,172344.3,0.0,C1656002474,0.0,172344.3,1,0
610,SAQUE,74892.64,C1079901456,11124.0,0.0,C1017086285,0.0,74892.64,0,0
208,DEPOSITO,170773.57,C542459895,10325.0,181098.57,C97370286,0.0,0.0,0,0
349,TRANSFERENCIA,1025950.1,C1321382755,0.0,0.0,C87453401,1059268.93,2085219.03,0,0
252,SAQUE,527112.69,C481529845,80138.0,0.0,C87524447,0.0,527112.69,0,0
133,SAQUE,36656.9,C2007559193,0.0,0.0,C1121986698,336521.4,373178.3,0,0
297,DEPOSITO,46764.61,C748014927,8693978.19,8740742.8,C773092375,89252.26,42487.65,0,0
150,TRANSFERENCIA,3178915.22,C919002200,3178915.22,0.0,C1705969285,0.0,0.0,1,0
22,DEPOSITO,70759.51,C275602772,5029.0,75788.51,C1238137303,0.0,0.0,0,0
352,SAQUE,10403.23,C2058362685,0.0,0.0,C425458100,1319997.62,1330400.85,0,0
551,SAQUE,150924.76,C1176144001,150924.76,0.0,C1225971079,0.0,150924.76,1,0
208,DEPOSITO,4004.51,C805665069,72962.0,76966.51,C1731041007,372355.87,368351.37,0,0
182,DEPOSITO,130074.27,C1392186878,335564.25,465638.51,C579837876,4400999.38,4270925.11,0,0
300,TRANSFERENCIA,794421.26,C1070321,794421.26,0.0,C1781279814,0.0,0.0,1,0
40,SAQUE,131843.56,C798213432,10987.0,0.0,C1617403293,0.0,131843.56,0,0
404,TRANSFERENCIA,932691.0,C596444681,932691.0,0.0,C257667736,0.0,0.0,1,0
306,PAGAMENTO,6987.07,C510831065,62149.47,55162.39,M1014628754,0.0,0.0,0,0
259,SAQUE,175487.95,C2085003973,11599.0,0.0,C2108788686,223360.05,398848.0,0,0
250,SAQUE,45540.65,C848166819,5162.0,0.0,C1527402300,0.0,45540.65,0,0
10,SAQUE,66594.84,C1107674881,0.0,0.0,C1626267345,2070083.59,2136678.43,0,0
236,TRANSFERENCIA,75708.87,C407555849,75708.87,0.0,C757180860,0.0,0.0,1,0
399,PAGAMENTO,19025.47,C983830226,249756.78,230731.31,M1461995889,0.0,0.0,0,0
43,PAGAMENTO,7874.84,C1187332678,0.0,0.0,M1415108374,0.0,0.0,0,0
46,SAQUE,82971.91,C522399382,82971.91,0.0,C509018542,39316.96,122288.87,1,0
11,SAQUE,608234.32,C452234479,211.0,0.0,C1075190617,0.0,984480.15,0,0
207,DEPOSITO,158070.44,C223074932,32634.0,190704.44,C8051165,0.0,0.0,0,0
300,SAQUE,63100.12,C914003725,0.0,0.0,C750027742,8252501.24,8315601.36,0,0
128,TRANSFERENCIA,4483868.79,C1664723459,4483868.79,0.0,C366674827,0.0,0.0,1,0
364,SAQUE,703135.43,C1136940634,703135.43,0.0,C1710133326,14781.63,717917.06,1,0
133,SAQUE,110500.37,C1667811291,51304.0,0.0,C1908212538,14633.87,125134.25,0,0
274,PAGAMENTO,2039.52,C841123353,77585.0,75545.48,M1785665443,0.0,0.0,0,0
399,PAGAMENTO,29014.4,C1425651083,1063.0,0.0,M867159813,0.0,0.0,0,0
312,SAQUE,6580427.81,C511307813,6580427.81,0.0,C377087678,0.0,6580427.81,1,0
251,DEPOSITO,110256.98,C1054578193,381373.72,491630.7,C1017010014,3511476.27,3401219.29,0,0
687,PAGAMENTO,5243.01,C7241756,0.0,0.0,M1943309618,0.0,0.0,0,0
254,SAQUE,59707.07,C1905449051,156061.0,96353.93,C1216408407,466846.73,526553.8,0,0
441,TRANSFERENCIA,739856.92,C2140627643,739856.92,0.0,C1356176375,0.0,0.0,1,0
643,SAQUE,40651.96,C459709989,40651.96,0.0,C632646357,1737062.67,1777714.62,1,0
38,PAGAMENTO,15353.24,C1441154427,208185.55,192832.3,M1575538609,0.0,0.0,0,0
19,PAGAMENTO,7724.37,C2003629949,156753.0,149028.63,M2123399154,0.0,0.0,0,0
25,TRANSFERENCIA,802382.45,C127098115,802382.45,0.0,C1570699013,0.0,0.0,1,0
235,SAQUE,170974.97,C586025546,30449.0,0.0,C375077393,399447.1,570422.07,0,0
250,TRANSFERENCIA,174683.34,C279104930,174683.34,0.0,C1291302412,0.0,0.0,1,0
387,TRANSFERENCIA,531551.0,C1042923577,531551.0,0.0,C1609500749,0.0,0.0,1,0
295,TRANSFERENCIA,9366.63,C892421305,9366.63,0.0,C1944775244,0.0,0.0,1,0
393,DEPOSITO,314275.63,C1887765168,9238068.12,9552343.75,C1823683355,582054.51,267778.88,0,0
495,DEPOSITO,45604.14,C730194676,4747196.48,4792800.62,C448409116,312612.1,267007.96,0,0
311,TRANSFERENCIA,268366.47,C1593902970,268366.47,0.0,C2132178163,0.0,0.0,1,0
370,DEPOSITO,142974.78,C927631176,61.0,143035.78,C1983146844,0.0,0.0,0,0
185,PAGAMENTO,1545.2,C1206485566,205614.0,204068.8,M1130365059,0.0,0.0,0,0
626,SAQUE,44577.32,C259533000,44577.32,0.0,C2027781406,61298.8,105876.12,1,0
43,DEPOSITO,219339.3,C1522532395,41461.0,260800.3,C474551641,1908669.25,1689329.95,0,0
166,PAGAMENTO,7308.28,C95509584,19977.0,12668.72,M1711903747,0.0,0.0,0,0
167,SAQUE,129246.05,C916570672,0.0,0.0,C261408712,9184570.45,9313816.5,0,0
349,DEPOSITO,52633.44,C2064858986,21065485.72,21118119.16,C1225446535,2031374.82,1978741.39,0,0
269,SAQUE,278619.91,C191042832,278619.91,0.0,C302294633,707791.17,986411.08,1,0
409,TRANSFERENCIA,175972.28,C729569848,175972.28,0.0,C684459901,0.0,0.0,1,0
309,TRANSFERENCIA,1854632.98,C1014684539,61047.93,0.0,C349439193,2383127.55,4237760.53,0,0
42,SAQUE,265404.54,C377377643,9981.0,0.0,C65082185,0.0,265404.54,0,0
379,SAQUE,266586.1,C1726215602,0.0,0.0,C1635495555,323664.86,590250.96,0,0
336,TRANSFERENCIA,205129.12,C1107458985,205129.12,0.0,C1531477011,0.0,0.0,1,0
283,SAQUE,33732.53,C2058260967,0.0,0.0,C710787962,471917.2,505649.72,0,0
208,PAGAMENTO,13480.53,C1779883674,71411.34,57930.8,M1074777352,0.0,0.0,0,0
20,DEPOSITO,227294.4,C1814421947,475256.72,702551.12,C775958090,231679.98,4385.58,0,0
551,SAQUE,3227.06,C1441570263,3227.06,0.0,C1115712953,110314.88,113541.94,1,0
285,PAGAMENTO,3360.87,C1014749516,176788.29,173427.42,M2087047149,0.0,0.0,0,0
347,PAGAMENTO,2903.47,C1156035366,0.0,0.0,M1615174170,0.0,0.0,0,0
61,TRANSFERENCIA,1735466.52,C182416415,1735466.52,0.0,C180492809,0.0,0.0,1,0
594,TRANSFERENCIA,335071.5,C1472409848,335071.5,0.0,C1834867853,0.0,0.0,1,0
208,TRANSFERENCIA,228152.03,C673518034,0.0,0.0,C168842989,603630.46,831782.49,0,0
235,PAGAMENTO,5051.92,C127337982,16391.0,11339.08,M1140999832,0.0,0.0,0,0
369,SAQUE,101944.23,C579194381,39795.0,0.0,C180486695,0.0,101944.23,0,0
188,SAQUE,76241.44,C1529191094,92551.0,16309.56,C354579271,71749.26,147990.71,0,0
330,SAQUE,132082.75,C1714865114,0.0,0.0,C1566345583,4111002.03,4243084.79,0,0
353,SAQUE,37526.58,C266667678,18854.0,0.0,C803459224,661645.15,699171.73,0,0
401,PAGAMENTO,1752.28,C951917560,0.0,0.0,M843121286,0.0,0.0,0,0
536,SAQUE,1567549.99,C2036496646,1567549.99,0.0,C38219456,7935074.82,9502624.81,1,0
181,TRANSFERENCIA,333239.65,C771609881,0.0,0.0,C884216926,402184.24,735423.89,0,0
14,TRANSFERENCIA,1179811.17,C142443411,105549.0,0.0,C1528863132,1031706.61,2496694.76,0,0
333,PAGAMENTO,1399.19,C85426447,0.0,0.0,M1965199578,0.0,0.0,0,0
183,PAGAMENTO,26794.49,C1050624393,0.0,0.0,M2004112277,0.0,0.0,0,0
408,PAGAMENTO,11228.18,C1359700503,166736.23,155508.05,M1566505998,0.0,0.0,0,0
594,SAQUE,23377.93,C1878344766,0.0,0.0,C1434865657,261312.31,284690.24,0,0
299,SAQUE,7039.3,C1522594856,47063.0,40023.7,C1510766173,5233910.76,5240950.05,0,0
427,TRANSFERENCIA,3890627.92,C1289286413,3890627.92,0.0,C2143229891,0.0,0.0,1,0
144,TRANSFERENCIA,612743.87,C160577338,612743.87,0.0,C162068560,0.0,0.0,1,0
34,TRANSFERENCIA,30917.39,C1302461032,30917.39,0.0,C1058590682,0.0,0.0,1,0
407,TRANSFERENCIA,12306.58,C306576124,0.0,0.0,C234612989,52910.04,65216.62,0,0
234,PAGAMENTO,10948.05,C519311825,0.0,0.0,M443997849,0.0,0.0,0,0
349,PAGAMENTO,18661.69,C1997096450,21411.0,2749.31,M886500792,0.0,0.0,0,0
189,PAGAMENTO,7100.08,C1714637778,30638.32,23538.24,M1009983850,0.0,0.0,0,0
119,PAGAMENTO,9296.32,C217333027,72499.0,63202.68,M94933310,0.0,0.0,0,0
141,SAQUE,370382.39,C1303980917,370382.39,0.0,C1857425198,601219.23,971601.62,1,0
544,SAQUE,23539.19,C101490501,0.0,0.0,C1101801062,369422.22,392961.41,0,0
72,TRANSFERENCIA,8594065.09,C1801750044,8594065.09,0.0,C1420708952,0.0,0.0,1,0
381,PAGAMENTO,7651.66,C888959033,29902.0,22250.34,M1900231853,0.0,0.0,0,0
603,SAQUE,1778520.7,C72958099,1778520.7,0.0,C1226050355,0.0,1778520.7,1,0
306,PAGAMENTO,23788.26,C2123712636,30081.0,6292.74,M1385997381,0.0,0.0,0,0
307,DEPOSITO,160076.91,C1858277937,699387.91,859464.82,C2113745848,673346.1,513269.18,0,0
229,DEPOSITO,67247.12,C572296396,6269935.81,6337182.93,C829261192,1718194.2,1650947.08,0,0
203,SAQUE,319002.93,C109170414,9968.0,0.0,C737575309,0.0,319002.93,0,0
7,PAGAMENTO,7054.83,C621359225,336688.0,329633.17,M939294268,0.0,0.0,0,0
148,TRANSFERENCIA,208630.6,C981156733,208630.6,0.0,C1127756392,0.0,0.0,1,0
156,SAQUE,218444.16,C1082390602,0.0,0.0,C1072883236,3204875.55,4511693.67,0,0
36,TRANSFERENCIA,819503.92,C2020161235,819503.92,0.0,C1827219533,0.0,0.0,1,0
131,DEPOSITO,54690.71,C414012090,4579410.21,4634100.92,C512594489,151525.08,96834.37,0,0
178,PAGAMENTO,10496.34,C1687757913,0.0,0.0,M1073803565,0.0,0.0,0,0
394,PAGAMENTO,1135.04,C2076904164,0.0,0.0,M1842210901,0.0,0.0,0,0
514,SAQUE,3551771.18,C724176081,3551771.18,0.0,C1715461224,208369.87,3760141.06,1,0
332,PAGAMENTO,24564.45,C761962018,386.98,0.0,M692916640,0.0,0.0,0,0
305,PAGAMENTO,9002.81,C327219704,305976.27,296973.45,M1129499750,0.0,0.0,0,0
160,DEPOSITO,95109.12,C1576560222,1010349.8,1105458.92,C406613212,513281.91,418172.79,0,0
310,PAGAMENTO,42071.08,C9386025,2044.0,0.0,M659280830,0.0,0.0,0,0
350,DEPOSITO,75134.21,C54820949,8149846.96,8224981.17,C976302839,929316.01,854181.8,0,0
17,PAGAMENTO,4870.04,C949718281,16007.78,11137.74,M917031914,0.0,0.0,0,0
229,TRANSFERENCIA,143332.0,C238846590,143332.0,0.0,C163992807,0.0,0.0,1,0
310,TRANSFERENCIA,1792687.15,C1146724252,0.0,0.0,C585267690,1882469.32,3675156.47,0,0
378,PAGAMENTO,28694.63,C1639539392,0.0,0.0,M75169296,0.0,0.0,0,0
279,PAGAMENTO,3139.21,C1818191201,154341.82,151202.61,M1877546812,0.0,0.0,0,0
210,PAGAMENTO,3343.47,C1999420634,29947.0,26603.53,M308190737,0.0,0.0,0,0
162,DEPOSITO,120860.67,C1661948369,507161.66,628022.33,C1174729666,481041.37,360180.71,0,0
69,TRANSFERENCIA,967954.01,C2109457516,967954.01,0.0,C908864570,0.0,0.0,1,0
235,TRANSFERENCIA,2684260.67,C1730345649,2684260.67,0.0,C1466122025,0.0,0.0,1,0
297,DEPOSITO,175496.75,C1795982483,20951.0,196447.75,C1961291618,905793.91,730297.16,0,0
281,SAQUE,54825.73,C646674804,10406.0,0.0,C431249068,1402556.55,1457382.28,0,0
218,TRANSFERENCIA,1476248.65,C1458982396,1476248.65,0.0,C534254918,0.0,0.0,1,0
156,DEPOSITO,154773.12,C1914379916,10289.0,165062.12,C1383313947,0.0,0.0,0,0
322,SAQUE,108213.6,C1360735702,108213.6,0.0,C831415203,3191417.38,3299630.98,1,0
163,SAQUE,315550.84,C280822124,0.0,0.0,C1444039375,560570.64,876121.48,0,0
209,PAGAMENTO,13806.27,C835418557,0.0,0.0,M1750866984,0.0,0.0,0,0
183,DEPOSITO,234665.79,C1676782080,1338367.59,1573033.38,C808562234,3117704.93,2883039.14,0,0
281,SAQUE,283724.57,C431729853,0.0,0.0,C1495101416,4005836.66,4289561.23,0,0
187,PAGAMENTO,10759.83,C506794043,0.0,0.0,M1607328186,0.0,0.0,0,0
163,SAQUE,82623.06,C1262483058,0.0,0.0,C61048126,182634.1,265257.16,0,0
393,SAQUE,332423.86,C630635187,0.0,0.0,C1241266786,1371513.78,1703937.65,0,0
166,PAGAMENTO,13077.85,C2002520518,136105.0,123027.15,M801864377,0.0,0.0,0,0
531,TRANSFERENCIA,3547485.43,C1934752840,3547485.43,0.0,C221266057,0.0,0.0,1,0
252,SAQUE,15709.36,C1821563109,0.0,0.0,C2114449717,52715.32,68424.68,0,0
225,DEPOSITO,225559.22,C1191743916,19879.0,245438.22,C225820487,2059232.12,1833672.9,0,0
41,PAGAMENTO,80.81,C1460753994,330.0,249.19,M202883311,0.0,0.0,0,0
177,SAQUE,229658.68,C308077388,21480.0,0.0,C624289535,0.0,229658.68,0,0
399,SAQUE,136930.04,C995890164,0.0,0.0,C1406401674,241373.81,378303.85,0,0
153,PAGAMENTO,6008.57,C256329345,76236.68,70228.11,M300522295,0.0,0.0,0,0
567,SAQUE,342058.24,C719786216,0.0,0.0,C1081054540,2688068.26,3030126.5,0,0
15,PAGAMENTO,1528.65,C1609603344,1016795.14,1015266.49,M1466058568,0.0,0.0,0,0
11,TRANSFERENCIA,1739911.28,C2090401232,7655.0,0.0,C290945720,6826024.09,8565935.38,0,0
235,PAGAMENTO,10507.92,C739366985,7543.0,0.0,M1415869035,0.0,0.0,0,0
133,DEPOSITO,109425.81,C1268802260,607223.26,716649.06,C831074981,3058230.36,2948804.55,0,0
255,PAGAMENTO,13273.82,C1708766259,14752.18,1478.36,M2074698807,0.0,0.0,0,0
211,SAQUE,275092.31,C989802514,1017.0,0.0,C1155477393,1641273.58,1916365.88,0,0
17,PAGAMENTO,4771.74,C324150756,36215.12,31443.38,M1469108969,0.0,0.0,0,0
254,DEPOSITO,120370.46,C279973969,20879.0,141249.46,C770733916,2326906.73,2206536.27,0,0
227,SAQUE,240096.01,C1897054475,472.0,0.0,C364288191,61021.79,301117.79,0,0
280,SAQUE,1186.53,C365126122,52955.0,51768.47,C1688946443,1098762.67,1099949.21,0,0
225,SAQUE,374136.79,C1308295914,32565.0,0.0,C521112132,0.0,445586.84,0,0
405,PAGAMENTO,23531.98,C2012466777,29902.0,6370.02,M660681855,0.0,0.0,0,0
323,DEPOSITO,114626.33,C1904615049,6026.0,120652.33,C812877271,0.0,0.0,0,0
455,TRANSFERENCIA,338083.76,C2093423573,338083.76,0.0,C1147445635,0.0,0.0,1,0
14,PAGAMENTO,8905.36,C1932850163,0.0,0.0,M1819712039,0.0,0.0,0,0
282,PAGAMENTO,7034.98,C997608199,1074.0,0.0,M747883734,0.0,0.0,0,0
325,DEPOSITO,190443.28,C1514971822,35.0,190478.28,C1827984447,202636.91,12193.63,0,0
135,SAQUE,109563.43,C324459604,0.0,0.0,C1910280206,147746.06,257309.48,0,0
306,SAQUE,521986.29,C1336256989,521986.29,0.0,C1335226757,3392896.17,3914882.45,1,0
169,SAQUE,93590.38,C402763955,378409.35,284818.97,C424058203,1438679.88,1532270.26,0,0
238,SAQUE,1530.84,C1164496580,1530.84,0.0,C1179031316,1049107.41,1050638.25,1,0
440,TRANSFERENCIA,807278.78,C1493770976,807278.78,0.0,C1084758402,0.0,0.0,1,0
371,PAGAMENTO,157.46,C177719001,4559.0,4401.54,M968770011,0.0,0.0,0,0
334,TRANSFERENCIA,554501.15,C1771742794,554501.15,0.0,C799681184,0.0,0.0,1,0
728,TRANSFERENCIA,119143.75,C1171262237,119143.75,0.0,C1229370593,0.0,0.0,1,0
314,TRANSFERENCIA,59893.41,C1284144520,59893.41,0.0,C1435949580,0.0,0.0,1,0
281,SAQUE,296530.33,C962704133,0.0,0.0,C239327003,879528.92,1176059.24,0,0
348,PAGAMENTO,2424.83,C2047540687,0.0,0.0,M745323055,0.0,0.0,0,0
104,SAQUE,125159.2,C1193616307,125159.2,0.0,C1223829389,26664.19,151823.38,1,0
124,TRANSFERENCIA,9639052.83,C167488694,9639052.83,0.0,C629818525,0.0,0.0,1,0
733,SAQUE,905919.58,C845679365,905919.58,0.0,C232109757,82944.63,988864.21,1,0
202,PAGAMENTO,6282.65,C1971072232,15137.66,8855.01,M165407919,0.0,0.0,0,0
250,DEPOSITO,152498.68,C1067614375,24708646.26,24861144.94,C900973689,908560.86,756062.19,0,0
235,TRANSFERENCIA,1369544.19,C1336273672,1369544.19,0.0,C1534512884,0.0,0.0,1,0
400,SAQUE,162085.87,C1113268334,0.0,0.0,C1124188401,1471752.51,1633838.38,0,0
135,DEPOSITO,4051.73,C2095306804,14082521.96,14086573.69,C356970529,349496.54,345444.82,0,0
349,SAQUE,398781.08,C432281180,0.0,0.0,C1992683790,686128.81,1084909.89,0,0
358,SAQUE,158955.84,C734101875,161585.0,2629.16,C844751474,0.0,158955.84,0,0
225,PAGAMENTO,38164.58,C549475407,0.0,0.0,M680449546,0.0,0.0,0,0
186,DEPOSITO,167754.02,C1092761109,1609190.11,1776944.13,C605587995,449539.6,281785.58,0,0
234,SAQUE,40894.22,C383569091,0.0,0.0,C1928099297,533857.62,574751.85,0,0
11,SAQUE,406713.62,C2133326000,21622.0,0.0,C1828553250,0.0,424493.41,0,0
260,DEPOSITO,76121.69,C234181742,688565.26,764686.95,C1569321538,340926.54,264804.85,0,0
